SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,DEMOGRAPHIC,SUPPRESSED,GRADS,ACADEMIC,CAREER,NONDUP,EL,BONUS,TRANSITIONRATE,TRANRATEWBONUS
20182019,079,MCCRACKEN,476,Paducah Independent,,---District Total---,476,,,WKEC,908,LUP,N,114,40,39,61,1,17,53.5,57.2
20182019,079,MCCRACKEN,476,Paducah Independent,,---District Total---,476,,,WKEC,908,MIG,Y,0,,,,,,,
20182019,079,MCCRACKEN,476,Paducah Independent,,---District Total---,476,,,WKEC,908,MIL,Y,0,,,,,,,
20182019,079,MCCRACKEN,476,Paducah Independent,,---District Total---,476,,,WKEC,908,SXF,N,97,48,42,66,0,24,68,74.2
20182019,079,MCCRACKEN,476,Paducah Independent,,---District Total---,476,,,WKEC,908,SXM,N,79,37,25,47,1,14,59.5,63.9
20182019,079,MCCRACKEN,476,Paducah Independent,,---District Total---,476,,,WKEC,908,ACO,N,163,84,67,112,1,38,68.7,74.5
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ACD,Y,2,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ACO,Y,53,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,TST,N,55,30,24,44,0,0,80,80
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,SXM,N,29,17,6,20,0,0,69,69
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,SXF,N,26,13,18,24,0,0,92.3,92.3
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,MIL,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,MIG,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,LUP,N,22,9,9,15,0,0,68.2,68.2
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,LUN,N,33,21,15,29,0,0,87.9,87.9
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,LEP,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,LEN,N,55,30,24,44,0,0,80,80
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,HOM,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,FOS,Y,1,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ETW,Y,54,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ETP,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ETO,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ETI,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ETH,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ETB,Y,1,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ETA,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ELN,N,55,30,24,44,0,0,80,80
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ELM,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,CSG,Y,2,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,ALT,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ACD,Y,2,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,TST,N,55,30,24,44,0,0,80,80
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,SXF,N,26,13,18,24,0,0,92.3,92.3
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,MIL,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,MIG,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,LUP,N,22,9,9,15,0,0,68.2,68.2
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,LUN,N,33,21,15,29,0,0,87.9,87.9
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,LEP,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,LEN,N,55,30,24,44,0,0,80,80
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,HOM,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,FOS,Y,1,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ETW,Y,54,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ETP,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ETO,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ETI,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ETH,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ETB,Y,1,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ETA,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ELN,N,55,30,24,44,0,0,80,80
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ELM,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,CSG,Y,2,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ALT,Y,0,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,ACO,Y,53,,,,,,,
20182019,058,JOHNSON,477,Paintsville Independent,,---District Total---,477,,,KEDC,903,SXM,N,29,17,6,20,0,0,69,69
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ACD,Y,6,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ACO,Y,43,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,TST,N,49,16,12,25,0,2,51,52
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,SXM,N,33,10,5,13,0,1,39.4,40.2
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,SXF,N,16,6,7,12,0,1,75,76.6
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,MIL,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,MIG,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,LUP,N,28,8,7,13,0,0,46.4,46.4
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,LUN,N,21,8,5,12,0,2,57.1,59.5
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,LEP,Y,2,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,LEN,Y,47,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,HOM,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,FOS,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ETW,N,25,11,7,16,0,2,64,66
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ETP,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ETO,Y,4,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ETI,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ETH,Y,6,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ETB,N,13,2,2,4,0,0,30.8,30.8
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ETA,Y,1,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ELN,Y,47,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ELM,Y,2,,,,,,,
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,CSG,N,24,4,6,9,0,0,37.5,37.5
20182019,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,ALT,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ACD,Y,6,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,TST,N,49,16,12,25,0,2,51,52
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,SXF,N,16,6,7,12,0,1,75,76.6
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,MIL,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,MIG,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,LUP,N,28,8,7,13,0,0,46.4,46.4
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,LUN,N,21,8,5,12,0,2,57.1,59.5
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,LEP,Y,2,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,LEN,Y,47,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,HOM,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,FOS,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ETW,N,25,11,7,16,0,2,64,66
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ETP,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ETO,Y,4,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ETI,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ETH,Y,6,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ETB,N,13,2,2,4,0,0,30.8,30.8
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ETA,Y,1,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ELN,Y,47,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ELM,Y,2,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,CSG,N,24,4,6,9,0,0,37.5,37.5
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ALT,Y,0,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,ACO,Y,43,,,,,,,
20182019,009,BOURBON,478,Paris Independent,,---District Total---,478,,,CKEC,901,SXM,N,33,10,5,13,0,1,39.4,40.2
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ACD,Y,9,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ACO,Y,186,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,TST,N,195,89,82,132,0,34,67.7,72.1
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,SXM,N,89,25,40,55,0,22,61.8,68
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,SXF,N,106,64,42,77,0,12,72.6,75.5
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,MIL,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,MIG,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,LUP,N,112,33,41,60,0,20,53.6,58
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,LUN,N,83,56,41,72,0,14,86.7,91
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,LEP,Y,2,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,LEN,Y,193,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,HOM,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,FOS,Y,4,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ETW,Y,186,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ETP,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ETO,Y,3,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ETI,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ETH,Y,2,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ETB,Y,4,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ETA,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ELN,Y,193,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ELM,Y,2,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,CSG,N,15,4,2,6,0,1,40,41.7
20182019,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,ALT,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ACD,Y,9,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,TST,N,195,89,82,132,0,34,67.7,72.1
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,SXF,N,106,64,42,77,0,12,72.6,75.5
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,MIL,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,MIG,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,LUP,N,112,33,41,60,0,20,53.6,58
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,LUN,N,83,56,41,72,0,14,86.7,91
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,LEP,Y,2,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,LEN,Y,193,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,HOM,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,FOS,Y,4,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ETW,Y,186,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ETP,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ETO,Y,3,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ETI,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ETH,Y,2,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ETB,Y,4,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ETA,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ELN,Y,193,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ELM,Y,2,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,CSG,N,15,4,2,6,0,1,40,41.7
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ALT,Y,0,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,ACO,Y,186,,,,,,,
20182019,096,PENDLETON,481,Pendleton County,,---District Total---,481,,,NKCES,905,SXM,N,89,25,40,55,0,22,61.8,68
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ACD,Y,6,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ACO,Y,26,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ALT,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,CSG,Y,9,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ELM,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ELN,N,32,14,28,29,0,0,90.6,90.6
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ETA,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ETB,Y,1,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ETH,Y,1,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ETI,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ETO,Y,2,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ETP,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,ETW,Y,28,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,FOS,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,HOM,Y,4,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,LEN,N,32,14,28,29,0,0,90.6,90.6
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,LEP,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,LUN,Y,7,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,LUP,Y,25,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,MIG,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,MIL,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,SXF,N,11,6,9,9,0,0,81.8,81.8
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,SXM,N,21,8,19,20,0,0,95.2,95.2
20182019,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,TST,N,32,14,28,29,0,0,90.6,90.6
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ACD,N,23,3,11,14,0,0,60.9,60.9
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ACO,N,178,75,108,142,0,10,79.8,81.2
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,TST,N,201,78,119,156,0,10,77.6,78.9
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,SXM,N,117,44,58,81,0,4,69.2,70.1
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,SXF,N,84,34,61,75,0,6,89.3,91.1
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,MIL,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,MIG,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,LUP,N,144,43,83,109,0,4,75.7,76.4
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,LUN,N,57,35,36,47,0,6,82.5,85.1
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,LEP,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,LEN,N,201,78,119,156,0,10,77.6,78.9
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,HOM,N,14,5,10,12,0,0,85.7,85.7
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,FOS,Y,3,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ETW,Y,200,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ETP,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ETO,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ETI,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ETH,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ETB,Y,1,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ETA,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ELN,N,201,78,119,156,0,10,77.6,78.9
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ELM,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,CSG,N,24,3,11,14,0,0,58.3,58.3
20182019,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,ALT,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,ACD,N,35,4,16,20,0,0,57.1,57.1
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,TST,N,247,92,147,185,0,10,74.9,75.9
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,SXF,N,96,40,70,84,0,6,87.5,89.1
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,MIL,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,MIG,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,LUP,N,183,55,104,131,0,4,71.6,72.1
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,LUN,N,64,37,43,54,0,6,84.4,86.7
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,LEP,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,LEN,N,247,92,147,185,0,10,74.9,75.9
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,HOM,N,19,7,11,14,0,0,73.7,73.7
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,FOS,Y,6,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,ETW,Y,242,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,ETP,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,ETO,Y,2,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,ETI,Y,0,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,ETH,Y,1,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,ETB,Y,2,,,,,,,
20182019,097,PERRY,485,Perry County,,---District Total---,485,,,KVEC,904,ETA,Y,0,,,,,,,
