"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"10 years"	"10"	"2008"	"2008"	285	2548546	11.2
	"10 years"	"10"	"2009"	"2009"	284	2573870	11.0
	"10 years"	"10"	"2010"	"2010"	245	2605121	9.4
	"10 years"	"10"	"2011"	"2011"	267	2583630	10.3
	"10 years"	"10"	"2012"	"2012"	242	2533273	9.6
	"10 years"	"10"	"2013"	"2013"	257	2559942	10.0
	"10 years"	"10"	"2014"	"2014"	275	2588515	10.6
	"10 years"	"10"	"2015"	"2015"	249	2593066	9.6
	"10 years"	"10"	"2016"	"2016"	290	2605955	11.1
	"10 years"	"10"	"2017"	"2017"	274	2635985	10.4
	"10 years"	"10"	"2018"	"2018"	288	2632537	10.9
	"10 years"	"10"	"2019"	"2019"	302	2553936	11.8
	"11 years"	"11"	"1999"	"1999"	429	2518968	17.0
	"11 years"	"11"	"2000"	"2000"	444	2569904	17.3
	"11 years"	"11"	"2001"	"2001"	390	2715821	14.4
	"11 years"	"11"	"2002"	"2002"	371	2688676	13.8
	"11 years"	"11"	"2003"	"2003"	379	2667648	14.2
	"11 years"	"11"	"2004"	"2004"	343	2637427	13.0
	"11 years"	"11"	"2005"	"2005"	355	2598542	13.7
	"11 years"	"11"	"2006"	"2006"	339	2592729	13.1
	"11 years"	"11"	"2007"	"2007"	309	2572089	12.0
	"11 years"	"11"	"2008"	"2008"	299	2540522	11.8
	"11 years"	"11"	"2009"	"2009"	332	2539118	13.1
	"11 years"	"11"	"2010"	"2010"	310	2568936	12.1
	"11 years"	"11"	"2011"	"2011"	278	2621523	10.6
	"11 years"	"11"	"2012"	"2012"	271	2589840	10.5
	"11 years"	"11"	"2013"	"2013"	248	2541373	9.8
	"11 years"	"11"	"2014"	"2014"	273	2567784	10.6
	"11 years"	"11"	"2015"	"2015"	270	2598426	10.4
	"11 years"	"11"	"2016"	"2016"	311	2598982	12.0
	"11 years"	"11"	"2017"	"2017"	307	2612509	11.8
	"11 years"	"11"	"2018"	"2018"	302	2639854	11.4
	"11 years"	"11"	"2019"	"2019"	318	2634254	12.1
	"12 years"	"12"	"1999"	"1999"	410	2500763	16.4
	"12 years"	"12"	"2000"	"2000"	435	2545817	17.1
	"12 years"	"12"	"2001"	"2001"	430	2612692	16.5
	"12 years"	"12"	"2002"	"2002"	476	2737017	17.4
	"12 years"	"12"	"2003"	"2003"	439	2710215	16.2
	"12 years"	"12"	"2004"	"2004"	439	2688796	16.3
	"12 years"	"12"	"2005"	"2005"	408	2659551	15.3
	"12 years"	"12"	"2006"	"2006"	349	2623132	13.3
	"12 years"	"12"	"2007"	"2007"	348	2621795	13.3
	"12 years"	"12"	"2008"	"2008"	338	2603259	13.0
	"12 years"	"12"	"2009"	"2009"	342	2573777	13.3
	"12 years"	"12"	"2010"	"2010"	347	2564679	13.5
	"12 years"	"12"	"2011"	"2011"	326	2576616	12.7
	"12 years"	"12"	"2012"	"2012"	317	2628278	12.1
	"12 years"	"12"	"2013"	"2013"	323	2596886	12.4
	"12 years"	"12"	"2014"	"2014"	330	2549709	12.9
	"12 years"	"12"	"2015"	"2015"	298	2577286	11.6
	"12 years"	"12"	"2016"	"2016"	314	2603875	12.1
	"12 years"	"12"	"2017"	"2017"	334	2607968	12.8
	"12 years"	"12"	"2018"	"2018"	356	2616076	13.6
	"12 years"	"12"	"2019"	"2019"	334	2641661	12.6
	"13 years"	"13"	"1999"	"1999"	524	2491138	21.0
	"13 years"	"13"	"2000"	"2000"	515	2501938	20.6
	"13 years"	"13"	"2001"	"2001"	529	2571112	20.6
	"13 years"	"13"	"2002"	"2002"	576	2628929	21.9
	"13 years"	"13"	"2003"	"2003"	551	2750363	20.0
	"13 years"	"13"	"2004"	"2004"	537	2720068	19.7
	"13 years"	"13"	"2005"	"2005"	509	2696541	18.9
	"13 years"	"13"	"2006"	"2006"	463	2667069	17.4
	"13 years"	"13"	"2007"	"2007"	449	2632035	17.1
	"13 years"	"13"	"2008"	"2008"	400	2630708	15.2
	"13 years"	"13"	"2009"	"2009"	410	2611753	15.7
	"13 years"	"13"	"2010"	"2010"	369	2584009	14.3
	"13 years"	"13"	"2011"	"2011"	368	2575001	14.3
	"13 years"	"13"	"2012"	"2012"	373	2584294	14.4
	"13 years"	"13"	"2013"	"2013"	405	2634162	15.4
	"13 years"	"13"	"2014"	"2014"	403	2605503	15.5
	"13 years"	"13"	"2015"	"2015"	403	2559455	15.7
	"13 years"	"13"	"2016"	"2016"	384	2582477	14.9
	"13 years"	"13"	"2017"	"2017"	391	2610943	15.0
	"13 years"	"13"	"2018"	"2018"	400	2612114	15.3
	"13 years"	"13"	"2019"	"2019"	424	2619309	16.2
	"14 years"	"14"	"1999"	"1999"	703	2491655	28.2
	"14 years"	"14"	"2000"	"2000"	690	2519622	27.4
	"14 years"	"14"	"2001"	"2001"	627	2533921	24.7
	"14 years"	"14"	"2002"	"2002"	659	2583537	25.5
	"14 years"	"14"	"2003"	"2003"	673	2637188	25.5
	"14 years"	"14"	"2004"	"2004"	707	2752465	25.7
	"14 years"	"14"	"2005"	"2005"	683	2718837	25.1
	"14 years"	"14"	"2006"	"2006"	602	2692924	22.4
	"14 years"	"14"	"2007"	"2007"	566	2662904	21.3
	"14 years"	"14"	"2008"	"2008"	543	2626412	20.7
	"14 years"	"14"	"2009"	"2009"	523	2622781	19.9
	"14 years"	"14"	"2010"	"2010"	508	2612537	19.4
	"14 years"	"14"	"2011"	"2011"	519	2591451	20.0
	"14 years"	"14"	"2012"	"2012"	489	2583652	18.9
	"14 years"	"14"	"2013"	"2013"	488	2590708	18.8
	"14 years"	"14"	"2014"	"2014"	475	2644126	18.0
	"14 years"	"14"	"2015"	"2015"	535	2615905	20.5
	"14 years"	"14"	"2016"	"2016"	501	2566290	19.5
	"14 years"	"14"	"2017"	"2017"	552	2595706	21.3
	"14 years"	"14"	"2018"	"2018"	519	2615959	19.8
	"14 years"	"14"	"2019"	"2019"	501	2616115	19.2
	"15 years"	"15"	"1999"	"1999"	893	2441613	36.6
	"15 years"	"15"	"2000"	"2000"	891	2495297	35.7
	"15 years"	"15"	"2001"	"2001"	846	2542982	33.3
	"15 years"	"15"	"2002"	"2002"	831	2559862	32.5
	"15 years"	"15"	"2003"	"2003"	842	2609384	32.3
	"15 years"	"15"	"2004"	"2004"	871	2663663	32.7
	"15 years"	"15"	"2005"	"2005"	934	2781053	33.6
	"15 years"	"15"	"2006"	"2006"	816	2749914	29.7
	"15 years"	"15"	"2007"	"2007"	818	2728291	30.0
	"15 years"	"15"	"2008"	"2008"	773	2701766	28.6
	"15 years"	"15"	"2009"	"2009"	686	2666851	25.7
	"15 years"	"15"	"2010"	"2010"	656	2659245	24.7
	"15 years"	"15"	"2011"	"2011"	600	2607803	23.0
	"15 years"	"15"	"2012"	"2012"	653	2602890	25.1
	"15 years"	"15"	"2013"	"2013"	621	2592869	24.0
	"15 years"	"15"	"2014"	"2014"	588	2603373	22.6
	"15 years"	"15"	"2015"	"2015"	636	2655674	23.9
	"15 years"	"15"	"2016"	"2016"	665	2624692	25.3
	"15 years"	"15"	"2017"	"2017"	702	2578007	27.2
	"15 years"	"15"	"2018"	"2018"	717	2602221	27.6
	"15 years"	"15"	"2019"	"2019"	660	2621039	25.2
	"16 years"	"16"	"1999"	"1999"	1302	2494614	52.2
	"16 years"	"16"	"2000"	"2000"	1259	2470539	51.0
	"16 years"	"16"	"2001"	"2001"	1247	2553618	48.8
	"16 years"	"16"	"2002"	"2002"	1387	2572597	53.9
	"16 years"	"16"	"2003"	"2003"	1296	2588371	50.1
	"16 years"	"16"	"2004"	"2004"	1282	2636797	48.6
	"16 years"	"16"	"2005"	"2005"	1231	2691404	45.7
	"16 years"	"16"	"2006"	"2006"	1250	2810430	44.5
	"16 years"	"16"	"2007"	"2007"	1145	2781385	41.2
	"16 years"	"16"	"2008"	"2008"	1034	2761549	37.4
	"16 years"	"16"	"2009"	"2009"	994	2735722	36.3
	"16 years"	"16"	"2010"	"2010"	921	2706489	34.0
	"16 years"	"16"	"2011"	"2011"	904	2661420	34.0
	"16 years"	"16"	"2012"	"2012"	822	2621193	31.4
	"16 years"	"16"	"2013"	"2013"	785	2610101	30.1
	"16 years"	"16"	"2014"	"2014"	815	2607623	31.3
	"16 years"	"16"	"2015"	"2015"	864	2616003	33.0
	"16 years"	"16"	"2016"	"2016"	911	2667997	34.1
	"16 years"	"16"	"2017"	"2017"	951	2641785	36.0
	"16 years"	"16"	"2018"	"2018"	857	2586566	33.1
	"16 years"	"16"	"2019"	"2019"	879	2608252	33.7
	"17 years"	"17"	"1999"	"1999"	1636	2497980	65.5
	"17 years"	"17"	"2000"	"2000"	1587	2514819	63.1
	"17 years"	"17"	"2001"	"2001"	1634	2508099	65.1
	"17 years"	"17"	"2002"	"2002"	1632	2582036	63.2
	"17 years"	"17"	"2003"	"2003"	1643	2595311	63.3
	"17 years"	"17"	"2004"	"2004"	1571	2606735	60.3
	"17 years"	"17"	"2005"	"2005"	1610	2652045	60.7
	"17 years"	"17"	"2006"	"2006"	1615	2704869	59.7
	"17 years"	"17"	"2007"	"2007"	1546	2822133	54.8
	"17 years"	"17"	"2008"	"2008"	1367	2791297	49.0
	"17 years"	"17"	"2009"	"2009"	1330	2768938	48.0
	"17 years"	"17"	"2010"	"2010"	1185	2754893	43.0
	"17 years"	"17"	"2011"	"2011"	1144	2717344	42.1
	"17 years"	"17"	"2012"	"2012"	1033	2676687	38.6
	"17 years"	"17"	"2013"	"2013"	1077	2631799	40.9
	"17 years"	"17"	"2014"	"2014"	1008	2628173	38.4
	"17 years"	"17"	"2015"	"2015"	1129	2623107	43.0
	"17 years"	"17"	"2016"	"2016"	1174	2631570	44.6
	"17 years"	"17"	"2017"	"2017"	1137	2687570	42.3
	"17 years"	"17"	"2018"	"2018"	1132	2651770	42.7
	"17 years"	"17"	"2019"	"2019"	1102	2593934	42.5
	"18 years"	"18"	"1999"	"1999"	2010	2458230	81.8
	"18 years"	"18"	"2000"	"2000"	1949	2507892	77.7
	"18 years"	"18"	"2001"	"2001"	2043	2547180	80.2
	"18 years"	"18"	"2002"	"2002"	2071	2539550	81.5
	"18 years"	"18"	"2003"	"2003"	2159	2611978	82.7
	"18 years"	"18"	"2004"	"2004"	2143	2622391	81.7
	"18 years"	"18"	"2005"	"2005"	2019	2634781	76.6
	"18 years"	"18"	"2006"	"2006"	2100	2682397	78.3
	"18 years"	"18"	"2007"	"2007"	2047	2737752	74.8
	"18 years"	"18"	"2008"	"2008"	1898	2858688	66.4
	"18 years"	"18"	"2009"	"2009"	1822	2829596	64.4
	"18 years"	"18"	"2010"	"2010"	1681	2812160	59.8
	"18 years"	"18"	"2011"	"2011"	1605	2765616	58.0
	"18 years"	"18"	"2012"	"2012"	1568	2746305	57.1
	"18 years"	"18"	"2013"	"2013"	1436	2701309	53.2
	"18 years"	"18"	"2014"	"2014"	1443	2667878	54.1
	"18 years"	"18"	"2015"	"2015"	1500	2663799	56.3
	"18 years"	"18"	"2016"	"2016"	1586	2656113	59.7
	"18 years"	"18"	"2017"	"2017"	1572	2669590	58.9
	"18 years"	"18"	"2018"	"2018"	1570	2714572	57.8
	"18 years"	"18"	"2019"	"2019"	1574	2677605	58.8
	"19 years"	"19"	"1999"	"1999"	2118	2509841	84.4
	"19 years"	"19"	"2000"	"2000"	2143	2532829	84.6
	"19 years"	"19"	"2001"	"2001"	2243	2543885	88.2
	"19 years"	"19"	"2002"	"2002"	2294	2565307	89.4
	"19 years"	"19"	"2003"	"2003"	2313	2549864	90.7
	"19 years"	"19"	"2004"	"2004"	2195	2620477	83.8
	"19 years"	"19"	"2005"	"2005"	2295	2632621	87.2
	"19 years"	"19"	"2006"	"2006"	2402	2643815	90.9
	"19 years"	"19"	"2007"	"2007"	2231	2689871	82.9
	"19 years"	"19"	"2008"	"2008"	2123	2745578	77.3
	"19 years"	"19"	"2009"	"2009"	1999	2863574	69.8
	"19 years"	"19"	"2010"	"2010"	1954	2850512	68.5
	"19 years"	"19"	"2011"	"2011"	1897	2800603	67.7
	"19 years"	"19"	"2012"	"2012"	1754	2764740	63.4
	"19 years"	"19"	"2013"	"2013"	1760	2735931	64.3
	"19 years"	"19"	"2014"	"2014"	1698	2708118	62.7
	"19 years"	"19"	"2015"	"2015"	1797	2673770	67.2
	"19 years"	"19"	"2016"	"2016"	1873	2661269	70.4
	"19 years"	"19"	"2017"	"2017"	1890	2661230	71.0
	"19 years"	"19"	"2018"	"2018"	1658	2661320	62.3
	"19 years"	"19"	"2019"	"2019"	1774	2703836	65.6
	"20 years"	"20"	"1999"	"1999"	2075	2402530	86.4
	"20 years"	"20"	"2000"	"2000"	2196	2484242	88.4
	"20 years"	"20"	"2001"	"2001"	2231	2548822	87.5
	"20 years"	"20"	"2002"	"2002"	2303	2559675	90.0
	"20 years"	"20"	"2003"	"2003"	2391	2566678	93.2
	"20 years"	"20"	"2004"	"2004"	2211	2550841	86.7
	"20 years"	"20"	"2005"	"2005"	2333	2617902	89.1
	"20 years"	"20"	"2006"	"2006"	2363	2624492	90.0
	"20 years"	"20"	"2007"	"2007"	2225	2630549	84.6
	"20 years"	"20"	"2008"	"2008"	2203	2673452	82.4
	"20 years"	"20"	"2009"	"2009"	2093	2725143	76.8
	"20 years"	"20"	"2010"	"2010"	2057	2810209	73.2
	"20 years"	"20"	"2011"	"2011"	2031	2852011	71.2
	"20 years"	"20"	"2012"	"2012"	2016	2816313	71.6
	"20 years"	"20"	"2013"	"2013"	1929	2769496	69.7
	"20 years"	"20"	"2014"	"2014"	1921	2756810	69.7
	"20 years"	"20"	"2015"	"2015"	1946	2723972	71.4
	"20 years"	"20"	"2016"	"2016"	2109	2678893	78.7
	"20 years"	"20"	"2017"	"2017"	2085	2670190	78.1
	"20 years"	"20"	"2018"	"2018"	1883	2657074	70.9
	"20 years"	"20"	"2019"	"2019"	1983	2654175	74.7
	"21 years"	"21"	"1999"	"1999"	2097	2310599	90.8
