"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M"
"0500000US36091","Saratoga County, New York","207287","175","102120","148","5150","201","4695","669","6564","669","3851","201","2401","201","5925","77","6218","201","6234","201","12249","201","15302","201","15312","72","11399","201","5577","548","1243","548","105167","97","4865","201","5653","836","5169","836","3690","201","2281","201","5574","201","5665","201","6042","201","12471","201","15688","201","16129","97","12594","201","6513","682","2833","682"
"0500000US37001","Alamance County, North Carolina","105471","23","49940","23","2398","210","2525","515","2709","515","1860","210","1805","210","3133","210","3005","210","2927","210","5421","210","7154","210","7512","23","5494","210","3332","365","665","365","55531","210","2289","210","2030","541","2913","541","1660","210","2460","210","3422","210","3264","210","2961","210","5958","210","7501","210","8218","210","6685","210","3871","658","2299","658"
"0500000US37135","Orange County, North Carolina","100702","405","48220","117","1954","210","2312","532","2653","532","1676","210","2400","210","5584","210","3278","210","2623","117","5334","210","6409","210","6433","210","5043","210","2309","163","212","163","52482","310","1777","138","2097","495","2479","505","1583","210","3780","1115","5853","1113","3273","130","2801","210","5753","210","6749","210","7047","139","5751","210","2913","387","626","387"
"0500000US37179","Union County, North Carolina","168567","331","82994","190","4154","210","4605","878","7416","855","4593","210","2584","210","4801","210","3754","210","3904","210","10244","210","14528","210","11282","210","7094","210","3092","332","943","332","85573","271","3910","210","5110","859","6627","859","4310","210","2427","210","4626","210","3774","210","4099","210","11373","210","14471","90","11168","210","8193","210","4182","439","1303","420"
"0500000US38035","Grand Forks County, North Dakota","57547","1375","29693","555","1611","277","1304","328","1837","328","807","161","1397","161","4796","161","2839","161","1805","282","3189","161","2758","161","3515","161","2359","161","1077","353","399","353","27854","875","1717","161","1630","319","1258","319","632","169","1298","161","3767","661","2248","161","1615","129","2791","161","2705","161","3475","137","2483","161","1459","277","776","277"
"0500000US41017","Deschutes County, Oregon","167270","207","82745","207","3933","207","4776","900","4312","900","2714","207","1532","207","3903","207","5246","207","5360","207","10961","207","10701","207","11817","207","11302","207","5207","409","981","409","84525","207","3719","207","4377","1084","4105","1084","2606","207","1365","207","3676","207","4936","207","5477","207","10768","207","10843","207","13441","207","11969","207","4177","704","3066","704"
"0500000US47009","Blount County, Tennessee","119287","59","57625","211","2837","211","3644","620","2866","620","2168","211","1297","211","3246","211","3731","211","3168","211","6541","211","8245","211","8461","211","6971","211","3741","323","709","323","61662","59","2705","211","3475","611","2702","606","2189","211","1212","211","3250","211","3641","211","3264","211","7028","211","8789","211","9343","211","7958","211","4295","559","1811","559"
"0500000US48375","Potter County, Texas","51945","44","25788","330","1415","228","1602","326","1326","326","722","331","384","287","1309","291","1642","228","1758","228","3562","228","3523","228","3930","228","2708","228","1367","329","540","329","26157","331","1325","228","1429","474","1360","474","960","331","585","285","1035","285","1677","228","1616","228","3134","228","3116","228","4019","228","3038","228","1882","353","981","353"
"0500000US49011","Davis County, Utah","293231","452","147728","296","12486","193","13841","1330","13751","1327","7802","193","4009","193","9167","193","9662","193","9955","193","22108","170","15412","80","14620","193","9076","72","4421","536","1418","535","145503","195","11349","193","12065","1055","13497","1055","7269","193","3362","193","8567","193","9890","193","10167","193","22006","193","15220","193","14886","193","9937","193","5875","468","1413","468"
"0500000US06053","Monterey County, California","128610","186","63739","186","2556","211","2369","580","2565","580","1480","211","1093","481","3815","525","3949","211","3996","211","7140","211","7928","211","10440","211","9793","75","4795","484","1820","484","64871","211","2235","211","2247","499","2509","499","1443","211","899","490","3528","490","3598","211","3564","211","6162","211","7645","211","11545","211","10644","211","5645","711","3207","711"
"0500000US08035","Douglas County, Colorado","280060","549","140107","424","7773","204","9572","1086","11240","1076","7120","204","3455","204","7138","204","6733","204","7667","204","19701","121","23362","204","18796","267","11641","204","4360","472","1549","472","139953","376","7479","204","9924","1114","9704","1114","6715","204","3043","204","6810","204","6254","336","7809","125","20161","109","22999","204","19137","204","12697","204","5271","473","1950","473"
"0500000US10001","Kent County, Delaware","108519","457","52841","215","2784","215","2445","930","3748","930","1887","200","1179","200","3235","200","3829","200","3565","200","5906","200","6655","200","7423","200","6002","200","3074","415","1109","415","55678","249","2886","200","2971","577","2926","577","1802","200","1060","200","2733","249","3627","200","3595","200","6497","200","7108","200","8238","200","6846","10","3999","447","1390","447"
"0500000US12111","St. Lucie County, Florida","181629","391","88550","370","3539","229","3709","1318","3500","1318","2312","229","1319","229","3619","229","4747","229","4455","229","8044","350","10891","229","14180","127","15016","229","8943","1353","4276","1353","93079","143","3164","229","3317","912","3412","923","2114","229","1098","610","3620","610","4739","229","4459","229","8357","229","11339","87","15720","229","16597","229","12318","904","2825","904"
"0500000US24033","Prince George's County, Maryland","111468","1729","56099","685","2399","292","2245","481","1571","472","926","206","3204","206","4206","9","4288","206","4141","206","5923","189","6437","206","9365","206","6575","347","3515","352","1304","352","55369","1091","2240","221","1531","376","2114","376","813","117","1799","529","4484","551","3171","588","3796","206","5591","201","6303","206","9114","318","7384","206","4512","504","2517","504"
"0500000US26045","Eaton County, Michigan","90926","172","44511","172","2411","172","2378","443","2548","443","1702","172","1050","172","2631","172","2890","172","2828","172","5130","172","5786","172","6752","172","5251","172","2327","370","827","370","46415","172","2216","172","1933","429","2832","429","1600","172","961","172","2520","172","2737","172","2738","172","5239","172","6188","172","7245","172","5811","172","3377","334","1018","334"
"0500000US26121","Muskegon County, Michigan","132294","152","65619","104","3488","172","4008","609","3527","609","2453","172","1337","172","3680","172","4426","172","4124","172","8094","172","8590","172","10233","172","7279","104","3201","544","1179","544","66675","138","3269","137","3437","604","3864","604","2420","172","1197","172","3459","172","4043","172","3873","172","7939","172","8317","19","10637","172","8024","172","4418","486","1778","486"
"0500000US27003","Anoka County, Minnesota","284940","171","142391","68","8069","147","7762","1008","9033","1008","5488","147","2926","147","7564","147","8708","147","9499","147","18791","147","20816","147","22472","147","13455","68","6177","453","1631","453","142549","126","7659","147","8313","1046","7616","1046","5279","83","2431","62","7119","147","8125","147","9175","147","18099","147","20901","147","22589","147","14751","64","7841","657","2651","657"
"0500000US31055","Douglas County, Nebraska","390501","982","191740","606","12132","215","10815","1205","11773","1182","6837","85","4440","161","11371","161","14517","88","15174","243","26548","75","24193","161","25912","46","17775","161","7342","574","2911","574","198761","463","11593","161","9803","1254","11623","1239","6649","161","4571","86","11505","80","14209","161","14948","153","25767","260","24496","161","27782","193","20394","161","9839","899","5582","899"
"0500000US34011","Cumberland County, New Jersey","69095","198","33652","4","1409","210","976","391","2201","391","1002","210","605","210","1614","210","2183","210","2062","210","3975","210","4972","4","5542","210","4167","210","2263","349","681","349","35443","198","1367","210","1756","591","1489","604","965","210","480","210","1562","210","1980","210","1804","210","3746","165","5173","210","5910","210","4825","210","3037","383","1349","383"
"0500000US35049","Santa Fe County, New Mexico","64458","63","30714","276","949","276","735","297","1005","297","562","201","637","243","688","243","1252","201","1419","201","2647","201","3573","201","5930","201","7543","201","3327","220","447","220","33744","287","422","276","759","292","862","292","533","20","160","230","1114","230","1217","201","1390","201","2859","201","3922","59","7276","201","8739","201","3690","326","801","326"
"0500000US42075","Lebanon County, Pennsylvania","115062","69","56156","69","2992","177","2950","514","3804","514","2004","177","1242","177","3104","177","3144","177","3124","177","6433","69","7540","177","8378","177","6620","177","3179","503","1642","503","58906","177","2882","177","3190","533","3085","533","1911","177","1219","177","3115","177","3145","177","3242","177","6392","177","7625","177","8763","177","7259","177","4606","658","2472","658"
"0500000US47037","Davidson County, Tennessee","387822","633","187877","380","10460","211","8204","985","6680","980","4203","88","4037","92","12069","211","21459","5","20163","120","27361","211","23222","72","23939","211","16570","211","6745","725","2765","712","199945","372","9911","211","6793","1160","7645","1172","3587","164","4049","211","13565","211","23957","211","20459","211","25701","211","22743","77","26675","125","19322","108","10773","950","4765","938"
"0500000US48167","Galveston County, Texas","191734","821","94257","520","5088","318","6624","1033","4665","1033","3376","228","2048","328","4986","228","5823","228","5944","228","11825","228","12994","48","14914","241","10345","228","4107","554","1518","554","97477","373","5120","228","4344","1131","6512","1131","3205","286","1894","228","4617","228","5849","228","6271","228","12270","228","13578","228","15326","241","10854","228","5406","637","2231","637"
