"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M"
"0500000US39155","Trumbull County, Ohio","172997","153","84413","91","4334","63","4278","848","5090","848","3231","195","1734","195","4641","195","5187","195","4580","195","9333","195","11272","195","13210","195","10526","195","4949","586","2048","591","88584","76","3910","76","3347","607","5586","607","3079","195","1569","195","4522","195","5002","195","4388","195","9434","195","11590","195","14071","195","11950","195","6257","602","3879","602"
"0500000US42049","Erie County, Pennsylvania","228360","701","111793","568","5569","177","6147","892","6028","896","4144","177","3447","177","6708","534","7468","177","7021","177","12888","177","14629","160","17299","177","12445","105","5755","596","2245","596","116567","266","5410","177","5314","1024","6415","1024","3761","177","3440","177","6724","177","7193","170","6903","177","12918","177","15016","177","18077","177","13463","203","7271","776","4662","776"
"0500000US01089","Madison County, Alabama","236695","72","117618","201","6051","201","6405","936","6818","936","4337","201","2586","201","7044","201","8077","201","7887","201","13924","201","16749","201","18700","201","11065","201","6290","506","1685","506","119077","72","5794","201","5983","872","6455","872","4153","201","2241","201","6306","201","7386","201","7437","201","13949","201","17063","201","18501","72","12525","201","8228","672","3056","672"
"0500000US09009","New Haven County, Connecticut","532314","1752","256451","1359","10294","433","9952","1166","12916","1171","8304","207","6752","349","16196","55","15443","175","15645","388","27681","72","36345","196","43831","70","31210","77","15085","1051","6797","1051","275863","539","9907","94","10230","1174","11496","1182","7903","69","7424","207","15887","207","14781","195","15806","207","28214","170","37837","170","46507","75","35982","207","20388","1623","13501","1623"
"0500000US12061","Indian River County, Florida","118145","271","56255","229","1779","229","2422","713","1480","713","1501","229","1003","545","1923","545","2458","229","2208","229","4355","229","6154","229","9152","229","11108","229","7728","840","2984","840","61890","271","1688","229","1676","539","1998","561","1315","229","1510","664","1289","664","2382","53","2176","229","4693","229","6724","229","10986","67","13123","229","8576","1327","3754","1327"
"0500000US13089","DeKalb County, Georgia","220140","475","106412","260","5917","226","5132","667","5046","670","2554","226","1059","508","5442","506","8767","226","9649","172","16637","226","16036","153","13844","226","9676","226","4012","773","2641","773","113728","298","5863","226","5210","851","4726","851","2587","226","2041","226","5402","226","9301","226","9885","226","16739","227","15284","89","14520","105","11677","123","6388","921","4105","921"
"0500000US13127","Glynn County, Georgia","53662","621","25586","690","1178","226","1629","482","984","482","1303","337","253","216","1382","309","1222","411","605","361","3451","361","3409","226","3892","226","3863","226","1768","417","647","417","28076","337","1070","226","1056","487","1550","487","374","337","678","498","1519","614","1042","605","1467","226","3084","226","3728","226","4714","226","4577","226","1938","440","1279","440"
"0500000US17111","McHenry County, Illinois","248534","235","123080","197","6184","190","6171","919","8852","931","5292","190","2935","190","7061","190","6916","190","6832","190","14761","190","19066","190","19984","76","12130","190","4949","670","1947","670","125454","73","5823","190","5855","980","8268","983","5175","190","2598","190","6628","190","6545","190","6727","190","15044","190","19787","190","20305","67","13178","190","6454","690","3067","690"
"0500000US18053","Grant County, Indiana","55905","96","26481","96","1364","198","1332","501","1629","501","949","198","609","337","2519","323","1576","198","1270","198","2856","198","3391","198","3933","198","2982","198","1516","272","555","272","29424","198","1317","198","1101","421","1704","421","939","198","1255","198","2605","198","1676","198","1482","198","2964","198","3543","198","4316","198","3348","198","2335","365","839","365"
"0500000US29051","Cole County, Missouri","62402","99","30864","81","1679","190","1576","403","2056","403","1130","190","644","190","1673","190","2010","190","2056","190","4143","190","4328","190","4356","74","3270","29","1612","307","331","307","31538","31","1585","190","1507","468","2143","468","1096","190","754","469","1438","469","1846","190","1884","190","3678","190","4152","190","4726","190","3724","31","2335","531","670","531"
"0500000US29071","Franklin County, Missouri","98489","190","48860","190","2928","190","2795","642","3597","642","1969","190","1071","190","2762","190","3154","190","2955","190","5627","190","6534","190","7518","190","4897","190","2167","355","886","355","49629","190","2784","190","3175","586","2773","586","1934","190","913","190","2528","190","3104","190","2924","190","5553","190","6671","190","7690","190","5314","190","3057","488","1209","488"
"0500000US36069","Ontario County, New York","98391","154","47942","70","2239","201","2568","755","2711","755","1821","201","1244","201","3034","201","2741","201","2646","201","5177","201","6696","201","7677","201","5846","70","2678","386","864","386","50449","96","2173","201","2521","491","2556","491","1721","201","1210","201","2868","201","2558","201","2701","201","5427","201","7007","201","8103","67","6492","69","3548","394","1564","394"
"0500000US37069","Franklin County, North Carolina","42810","137","20701","262","1004","210","728","557","1693","557","198","262","491","410","1121","410","1299","210","1159","210","2617","210","3232","210","3458","210","2422","210","1126","201","153","201","22109","286","1012","210","457","331","1790","348","1278","272","131","146","1256","146","1218","210","1200","210","2552","210","3306","210","3525","210","2547","210","1452","266","385","266"
"0500000US37161","Rutherford County, North Carolina","55473","210","26738","210","1303","210","1448","385","1505","385","1016","210","506","368","1439","368","1534","210","1285","210","2893","210","3807","210","4193","210","3638","210","1787","185","384","185","28735","210","1155","210","1510","441","1318","441","1002","210","442","336","1425","336","1613","210","1412","210","3072","210","4030","210","4541","210","3951","210","2520","430","744","430"
"0500000US39169","Wayne County, Ohio","108363","174","53727","195","3577","195","3181","574","4178","574","2324","195","1574","195","3540","195","3340","195","3063","195","5953","195","6367","195","7525","195","5406","195","2919","357","780","357","54636","174","3323","195","3908","624","3014","624","2112","195","1511","195","3356","195","3233","195","2979","195","5896","174","6591","195","7668","195","5912","195","3547","467","1586","467"
"0500000US42133","York County, Pennsylvania","370962","554","182547","496","9369","153","9796","1262","11300","1262","6747","177","4105","177","9936","177","11231","177","11037","177","21465","263","26159","177","28318","207","20030","177","10178","648","2876","648","188415","169","8884","177","10181","1203","9650","1203","6302","177","3610","177","9542","177","10907","177","11090","177","21890","128","26535","112","29447","177","22026","177","11803","1081","6548","1081"
"0500000US45013","Beaufort County, South Carolina","127820","821","63052","69","2491","214","2622","620","2336","620","1504","214","1711","650","4384","650","3370","214","3010","214","5542","214","6106","214","8547","69","12362","214","7528","523","1539","523","64768","818","2274","130","2199","740","2039","622","1516","214","901","554","2639","598","3101","214","2994","214","5597","214","6988","214","10824","214","14227","214","7556","667","1913","667"
"0500000US47165","Sumner County, Tennessee","156513","522","76449","149","4414","211","5143","860","4829","860","2999","149","1688","211","4173","211","4748","211","4540","211","9939","211","11080","211","10733","211","7662","211","3848","359","653","359","80064","374","4199","211","4762","663","4594","663","2963","211","1442","153","4014","211","4845","211","4844","211","10235","223","11529","211","11449","211","8750","211","4102","592","2336","592"
"0500000US48251","Johnson County, Texas","121933","228","59802","228","3563","228","4813","776","3314","776","2479","228","1325","228","3272","228","3649","228","3674","228","7440","228","8212","228","8593","228","5830","228","3171","300","467","300","62131","228","3271","228","3500","868","4134","868","2420","228","1199","228","3089","228","3764","228","3915","228","7771","228","8333","228","9015","228","6881","228","3877","393","962","393"
"0500000US51510","Alexandria city, Virginia","82842","240","39783","85","2646","68","1823","290","870","290","779","206","392","301","1310","301","3571","206","4903","206","7330","52","5567","206","4952","206","3616","206","1370","309","654","309","43059","186","2469","60","1863","292","791","284","716","206","341","252","1692","252","4362","206","5371","206","7422","162","5720","206","5318","206","4181","206","1561","340","1252","340"
"0500000US01043","Cullman County, Alabama","76311","528","37688","225","2237","201","2118","522","2536","522","1471","201","832","201","1955","225","2630","201","2351","201","4551","201","5063","201","5279","201","4090","201","2278","187","297","187","38623","316","2148","201","2486","522","1827","522","1418","201","728","201","2033","201","2645","201","2196","201","4572","201","4904","191","5511","201","4569","129","3028","296","558","296"
"0500000US17113","McLean County, Illinois","136980","85","66088","190","3543","190","4007","599","3433","599","2363","190","2800","190","8291","190","4242","190","3838","190","7803","190","7909","190","8463","190","5815","190","2526","401","1055","401","70892","85","3435","190","4048","662","3170","662","2270","190","3753","190","8673","190","4224","190","4001","85","8061","190","8205","190","9179","190","6508","190","3202","536","2163","536"
"0500000US18157","Tippecanoe County, Indiana","145144","466","73000","371","3905","198","4079","692","3409","692","2145","198","4410","5","12862","341","5706","198","4412","130","7644","198","7533","198","7725","51","5552","198","2909","243","709","243","72144","164","3650","80","2988","759","4191","759","2123","198","3946","113","10642","198","5051","58","4195","198","7582","198","7613","198","8426","198","6491","198","2950","531","2296","531"
"0500000US18177","Wayne County, Indiana","57984","198","27883","198","1503","198","1757","534","1627","534","1082","198","711","198","1732","198","1725","198","1574","198","3271","198","3755","198","4099","198","2955","198","1105","384","987","384","30101","198","1461","198","870","406","2387","406","1011","198","666","198","1710","198","1717","198","1666","198","3401","198","3960","198","4414","198","3583","198","2504","326","751","326"
"0500000US19193","Woodbury County, Iowa","74093","117","36310","163","2042","163","2067","503","2515","503","1441","163","1021","163","2232","163","2255","163","2244","163","4422","163","4471","163","5305","163","3888","163","1789","282","618","282","37783","117","1951","163","2242","390","2173","390","1346","163","951","163","2234","163","2155","163","2210","163","4499","163","4514","117","5563","163","4311","163","2313","388","1321","388"
"0500000US21145","McCracken County, Kentucky","54257","226","26151","197","1547","197","1592","531","1523","531","974","197","207","197","1577","197","1598","197","1607","197","3261","197","3485","197","3836","197","2975","197","1192","381","777","381","28106","226","1404","197","1061","489","1794","499","961","197","417","357","1343","357","1686","197","1611","197","3346","197","3536","197","4158","197","3516","197","2113","440","1160","440"
"0500000US27037","Dakota County, Minnesota","330357","439","162349","199","9599","147","9558","1282","10220","1285","6403","147","3465","147","8852","147","9757","147","10699","147","21169","101","22822","147","25201","147","15327","147","6540","751","2737","751","168008","259","8951","111","9335","1183","9379","1183","6072","147","3045","147","8638","147","9151","147","10550","143","21202","100","24029","147","26628","147","17694","147","9659","853","3675","853"
"0500000US27123","Ramsey County, Minnesota","336428","903","162015","863","8588","127","7804","791","6497","795","4429","147","3828","202","10010","35","12721","101","12713","147","20407","107","20310","280","25404","147","18006","180","7404","684","3894","684","174413","380","8290","147","6199","972","7560","973","4131","147","4212","147","10349","224","12737","162","12537","147","20424","121","20897","147","27965","118","21286","147","11174","864","6652","864"
"0500000US36015","Chemung County, New York","72555","90","35155","90","1933","201","2270","466","1855","466","1310","201","784","201","1949","201","2165","201","2102","201","4045","201","4598","90","5485","201","3982","201","2066","336","611","336","37400","201","1788","201","2179","439","1702","439","1360","201","1254","388","1545","388","2104","201","2144","201","4167","201","4839","201","5939","201","4452","201","2758","393","1169","393"
"0500000US46103","Pennington County, South Dakota","89406","163","45118","163","2344","163","1972","452","2983","452","1452","163","1142","580","2597","580","3046","163","2932","163","5268","163","5290","163","7168","163","5744","163","1973","452","1207","452","44288","163","2152","163","2151","528","2448","528","1403","163","838","523","2097","523","2725","163","2661","163","5251","163","5218","163","7487","163","5677","163","2763","450","1417","450"
"0500000US48037","Bowie County, Texas","59443","174","29275","129","1666","228","1190","562","2289","565","1150","228","238","240","2024","240","1998","228","1753","228","3703","228","3914","228","3994","228","3178","228","1896","231","282","231","30168","58","1534","228","1580","446","1837","444","1056","228","277","248","1767","248","1763","228","1748","40","3629","228","3800","228","4294","228","3639","228","2360","390","884","390"
"0500000US49053","Washington County, Utah","144403","314","71083","90","4427","193","5126","862","5220","862","3146","193","1758","193","4136","193","4082","193","3632","90","8408","193","6513","193","7842","193","9084","193","5978","557","1731","557","73320","225","4144","100","5193","1001","4416","1001","3048","193","1740","193","4008","193","4219","193","3987","126","8255","193","6836","193","9305","193","9963","193","5412","672","2794","672"
"0500000US51680","Lynchburg city, Virginia","50756","504","23667","237","1341","155","1155","373","818","373","199","180","1570","543","4842","543","2192","206","1422","206","2024","206","2061","206","2424","206","1966","206","1334","223","319","223","27089","497","1353","206","788","337","1497","395","323","228","2570","661","5040","657","2144","206","1360","206","2091","206","2130","159","2749","206","2381","206","1594","278","1069","278"
"0500000US53063","Spokane County, Washington","433271","331","214073","186","12207","204","11616","1248","13557","1248","7946","204","5215","28","13604","204","16859","79","14957","122","26850","204","26547","134","29441","204","22289","204","10287","627","2698","627","219198","187","11677","204","10969","1201","13094","1201","7148","41","5087","204","12892","204","15754","204","15149","204","26460","204","26715","117","31713","64","24546","120","12669","859","5325","859"
"0500000US55097","Portage County, Wisconsin","64016","744","31912","744","1523","151","1416","476","1949","476","1044","151","1428","151","3495","471","1809","275","1828","151","3650","151","3903","151","4560","27","3275","151","1616","218","416","218","32104","151","1426","151","1271","285","1754","285","1050","151","1467","151","3596","151","1817","151","1642","151","3492","151","3781","151","4608","151","3421","151","1767","338","1012","338"
"0500000US26155","Shiawassee County, Michigan","64082","172","31604","172","1676","172","1866","422","1828","422","1314","172","752","172","1824","172","2051","172","1741","172","3607","172","4521","172","4936","172","3414","172","1701","201","373","201","32478","172","1644","172","1822","396","1678","396","1287","172","733","172","1768","172","1898","172","1674","172","3640","172","4482","172","5194","172","3777","172","1851","337","1030","337"
"0500000US29047","Clay County, Missouri","198642","128","97192","82","5993","190","5759","840","6842","840","3801","190","2058","190","5243","190","6913","190","6925","82","13415","190","13222","190","12972","190","8800","190","4140","527","1109","527","101450","99","5581","190","5174","898","6829","898","3700","190","1823","190","5408","190","6950","190","7129","190","13526","190","13453","190","13915","99","10246","190","5671","682","2045","682"
"0500000US30111","Yellowstone County, Montana","137840","120","67644","91","3918","172","3663","558","4754","558","2386","172","1329","172","3791","172","4562","91","4691","172","8715","172","8387","172","9738","172","7096","172","2979","522","1635","522","70196","78","3602","172","4247","767","4007","767","2487","172","1265","172","3664","172","4641","172","4605","78","8707","172","8402","172","10317","172","7810","172","4244","591","2198","591"
"0500000US36045","Jefferson County, New York","90724","89","46457","89","3186","201","3044","486","2650","486","1536","201","1141","201","4685","201","4321","201","3283","201","5319","89","5070","201","5571","201","4128","201","1832","276","691","276","44267","201","2985","201","2456","453","3015","453","1491","201","833","201","2828","201","3363","201","3014","201","4993","201","5321","201","5901","201","4422","201","2688","336","957","336"
"0500000US42005","Armstrong County, Pennsylvania","63258","75","31426","75","1578","177","1759","375","1712","375","995","177","622","177","1625","177","1794","177","1691","177","3545","177","4363","177","5332","75","3897","177","1982","242","531","242","31832","177","1430","177","1490","317","1844","317","1042","177","532","177","1506","177","1649","177","1598","177","3510","177","4286","177","5238","177","3997","177","2401","345","1309","345"
"0500000US48139","Ellis County, Texas","107451","228","52404","228","3075","228","3416","595","3553","595","2279","228","1209","228","2863","228","3026","228","3172","228","6579","228","7451","228","7751","228","5084","228","2466","264","480","264","55047","228","2970","228","3246","763","3501","763","2100","228","1082","228","2705","228","3148","228","3483","228","6970","228","7521","228","8178","228","5895","228","3285","424","963","424"
"0500000US48291","Liberty County, Texas","53087","228","25756","567","1621","228","1575","574","1809","574","775","567","487","406","1603","406","1803","228","1621","228","3678","837","2927","837","3761","228","2689","228","1399","14","8","14","27331","567","1551","228","2061","740","1076","740","1221","567","910","671","640","409","2321","682","1725","228","3384","228","3687","228","3905","228","2894","228","1463","279","493","279"
"0500000US48479","Webb County, Texas","9839","228","5478","289","425","263","263","215","71","119","448","454","155","173","392","203","218","207","835","510","557","434","300","328","685","228","302","268","588","305","239","252","4361","289","369","313","180","188","287","251","93","123","99","134","238","130","314","218","203","329","342","225","659","367","516","359","617","423","229","212","215","200"
"0500000US51095","James City County, Virginia","57647","122","27528","370","875","370","856","527","2087","527","992","206","1012","438","847","438","1292","206","1276","206","2898","206","3559","206","3989","206","4288","206","2481","430","1076","430","30119","385","1503","370","1417","560","1394","560","965","206","263","240","1326","268","1295","206","1377","206","3065","206","3701","206","4589","206","5035","206","3273","444","916","444"
"0500000US55059","Kenosha County, Wisconsin","127912","71","63322","151","3133","151","3211","565","3724","565","2390","151","1800","151","3951","151","4115","151","3904","151","7579","151","9455","151","10259","151","6045","151","2881","440","875","440","64590","71","2908","151","2609","486","3844","486","2252","151","1657","151","3818","151","3898","151","3833","151","7781","151","9559","71","10467","151","6476","151","3248","558","2240","558"
"0500000US05031","Craighead County, Arkansas","82067","201","39888","201","2432","201","2845","543","2067","543","1501","201","1166","201","2729","201","3187","201","2816","201","5226","201","5028","201","4941","201","3608","201","2039","286","303","286","42179","201","2279","201","1881","494","2767","494","1404","201","1041","201","2700","201","3206","201","2834","201","5256","201","5253","201","5534","201","4335","201","2890","504","799","504"
"0500000US20015","Butler County, Kansas","59035","92","29294","92","1721","177","1795","564","2502","564","1347","177","854","177","1670","177","1675","177","1723","177","3753","177","3687","177","4250","92","2637","177","1314","238","366","238","29741","177","1647","177","1804","417","2287","417","1296","177","833","402","1405","402","1527","177","1773","177","3721","177","3741","177","4345","177","2895","177","1757","335","710","335"
"0500000US20103","Leavenworth County, Kansas","64236","177","33106","177","1985","177","2051","585","2178","585","1257","177","1067","364","1514","364","1931","177","2283","177","4826","177","4523","177","4546","177","3145","177","1281","213","519","213","31130","177","1968","177","1893","452","2163","452","1190","177","1036","344","998","344","1631","177","1992","177","4113","177","3902","177","4536","177","3250","177","1564","398","894","398"
"0500000US20161","Riley County, Kansas","56380","177","29527","177","1417","177","944","511","1268","511","592","177","2158","539","8083","539","3038","177","2018","177","2744","177","2030","177","2315","177","1795","177","851","228","274","228","26853","177","1422","177","1139","405","1025","405","599","177","2166","177","5975","177","2204","177","1764","177","2494","177","1985","177","2569","177","1910","177","929","269","672","269"
"0500000US25015","Hampshire County, Massachusetts","134558","88","62960","88","2179","211","2100","502","3234","502","1836","211","4057","211","8182","211","3477","211","3284","211","6124","211","7768","211","9075","88","7467","211","3532","295","645","295","71598","211","2010","211","1937","544","3207","544","1860","211","5505","211","9821","211","3505","211","3223","211","6859","211","8476","211","10498","211","8540","211","3775","520","2382","520"
"0500000US29031","Cape Girardeau County, Missouri","67597","190","32734","190","1814","190","2209","526","1609","526","1125","190","1067","190","3005","190","2254","190","2026","190","3842","190","3869","190","4431","190","3284","190","1436","406","763","406","34863","190","1687","190","1670","408","1871","408","1104","190","1035","477","3627","477","2098","190","2006","190","3845","190","4084","190","4695","190","3708","190","2282","475","1151","475"
"0500000US36029","Erie County, New York","690760","752","336154","718","16054","268","15402","1326","18030","1326","11517","83","8133","109","19939","201","24270","346","23749","201","38098","81","45497","351","53388","201","37249","201","17860","1021","6968","1021","354606","179","15298","201","16826","1628","14844","1628","11011","201","7666","135","19405","94","22990","201","22923","7","37780","79","47191","201","57236","201","42100","201","25349","1717","13987","1717"
"0500000US37045","Cleveland County, North Carolina","70383","834","34079","431","1582","209","1238","460","2497","460","1338","210","904","210","2151","210","2191","210","1834","210","3599","129","5018","210","5144","210","4015","210","2088","292","480","292","36304","459","1734","210","1807","609","1926","608","1092","218","1015","452","1801","484","2229","210","1883","18","3947","210","5258","210","5387","210","4622","210","2365","407","1238","407"
"0500000US41005","Clackamas County, Oregon","338700","534","166555","352","8121","207","9628","999","9650","999","6116","207","3327","207","8522","144","9952","83","10056","207","21693","207","22549","309","25275","207","19978","207","9403","485","2285","485","172145","287","8046","207","7786","1160","10250","1160","5843","207","2977","207","7975","251","9606","207","10036","207","22018","207","22984","207","26550","139","22378","207","10160","910","5536","910"
"0500000US47163","Sullivan County, Tennessee","147098","211","71310","211","3479","211","4012","649","3733","649","2550","211","1502","211","3911","211","4615","211","3930","211","8064","211","10270","211","10421","211","8712","211","4864","447","1247","447","75788","211","3274","211","2897","499","4504","499","2472","211","1413","211","3725","211","4486","211","3948","211","8382","211","10734","211","11379","211","9928","211","6212","638","2434","638"
"0500000US53027","Grays Harbor County, Washington","58376","157","29092","270","1198","204","1567","398","1273","398","400","270","348","357","1531","357","1822","204","1697","204","3375","204","3750","204","4996","204","4459","204","2024","350","652","350","29284","312","1220","204","1690","444","1078","444","1346","270","584","275","994","275","1489","204","1514","204","3077","204","3573","204","5111","130","4592","37","2161","452","855","452"
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21227","Warren County, Kentucky","101945","316","49610","134","2864","197","2217","802","3388","802","1704","197","2817","999","5385","999","3684","197","3065","11","5941","197","5989","197","5826","134","4229","197","2153","228","348","228","52335","183","2867","197","2113","711","3442","709","1717","197","3122","820","5175","820","3638","197","2997","197","6241","197","6164","197","6365","183","4835","197","2447","523","1212","523"
"0500000US27019","Carver County, Minnesota","91525","400","45506","196","2903","147","3165","604","3612","604","2189","147","1185","147","2435","147","1959","147","2670","147","6495","147","6961","147","6523","196","3428","147","1941","66","40","66","46019","205","2728","147","3131","615","3381","615","2108","147","1029","147","2495","147","2015","147","2710","147","6433","147","7052","147","6364","205","3706","147","2393","274","474","274"
"0500000US28081","Lee County, Mississippi","55326","46","26688","46","1588","218","1506","478","2001","478","1105","218","752","343","1290","343","1754","218","1555","218","3412","218","3716","218","3716","218","2621","218","1404","218","268","215","28638","218","1566","218","1996","502","1326","502","1072","218","574","493","1446","493","1819","218","1656","218","3471","218","3791","218","4029","218","3206","218","1883","411","803","411"
"0500000US36111","Ulster County, New York","139988","924","67846","629","2776","201","2841","617","3084","625","2002","163","621","502","4906","555","4348","201","3905","201","7509","201","9630","210","11908","201","8838","201","4081","508","1397","508","72142","330","2600","201","2678","679","3224","677","2032","201","1867","201","3948","201","4187","201","3964","201","7585","123","10064","230","12407","201","9858","201","5448","682","2280","682"
"0500000US39093","Lorain County, Ohio","240752","266","117564","172","6011","195","6729","871","6756","884","4401","93","2783","52","6464","195","6455","195","6333","64","14121","195","17008","195","18311","36","13580","195","6394","600","2218","600","123188","165","5618","195","5975","930","6740","930","4223","195","2602","195","6068","54","6190","195","6378","195","14667","195","17207","142","19647","37","15216","195","8620","759","4037","759"
"0500000US45085","Sumter County, South Carolina","47780","60","23843","25","1357","214","1118","456","1661","456","843","214","845","432","1620","432","1938","214","1548","214","2777","214","2969","214","3088","25","2331","214","1382","227","366","227","23937","53","1339","214","1032","432","1584","432","820","214","418","214","1408","214","1703","214","1434","214","2703","214","3023","53","3326","214","2732","214","1617","294","798","294"
"0500000US49045","Tooele County, Utah","57923","193","29151","193","2245","193","2372","848","3196","848","1671","193","775","193","1674","193","1804","193","1877","193","4578","193","3443","193","2873","193","1707","193","707","203","229","203","28772","193","2119","193","2104","465","3130","465","1534","193","727","193","1649","193","1871","193","2084","193","4524","193","3273","193","2770","193","1821","193","726","292","440","292"
"0500000US06039","Madera County, California","52548","648","24616","429","1110","211","1054","457","1380","457","759","60","449","264","1104","264","1296","211","1288","211","2485","211","2878","237","4288","211","3869","206","2090","277","566","277","27932","256","1025","211","1109","452","1179","457","809","211","1199","542","1200","468","758","385","1555","211","3199","211","3618","211","4856","211","4235","130","1673","539","1517","539"
"0500000US13051","Chatham County, Georgia","139305","75","68017","226","3606","226","2243","721","3732","721","1733","226","1615","226","4573","226","6018","226","5285","226","8547","226","8452","226","9311","226","7776","226","4030","492","1096","492","71288","75","3429","226","2934","794","2720","788","1711","226","1955","63","4388","226","5762","226","5177","226","8267","226","8524","226","10424","226","9032","226","4550","644","2415","644"
"0500000US13113","Fayette County, Georgia","68825","802","33724","223","1409","226","1584","543","2574","548","1704","226","1173","601","1666","601","1438","226","1374","226","3404","226","4775","162","5580","226","4383","226","2078","291","582","281","35101","637","1366","226","874","438","3049","483","1413","229","492","384","2774","573","716","427","1423","226","3597","226","5084","212","5996","226","4801","226","2345","485","1171","488"
"0500000US17043","DuPage County, Illinois","615195","407","301415","300","16006","165","17257","1100","16516","1089","11319","190","7104","190","17689","190","18097","190","18566","93","36442","104","42130","190","49008","73","31874","65","14324","868","5083","868","313780","299","14989","74","16452","1524","15382","1522","10895","190","6522","190","17287","109","16889","190","17773","190","35941","92","43983","190","52253","190","35449","62","18441","1263","11524","1274"
"0500000US17089","Kane County, Illinois","302484","555","148537","517","7343","205","8655","1212","8141","1173","5999","190","3333","190","7763","134","7796","190","8287","190","18390","123","22791","190","24111","190","16098","190","7302","879","2528","879","153947","198","6971","190","8025","1256","8037","1245","5584","190","2966","190","7534","190","7342","190","8105","174","18690","190","23336","190","24908","190","18397","190","10317","841","3735","841"
"0500000US18089","Lake County, Indiana","261043","333","128135","180","6549","198","7378","1090","6886","1089","4575","198","2639","198","6707","198","7618","198","7371","198","15911","198","17984","198","20997","161","14140","198","6783","690","2597","690","132908","224","6026","90","5738","718","7510","728","4327","198","2351","198","6350","198","7164","72","7341","198","15844","198","17994","198","21812","198","15989","198","9914","959","4548","930"
"0500000US21059","Daviess County, Kentucky","88718","43","42891","43","2795","43","2599","721","3018","721","1729","197","954","197","2415","197","2907","197","2605","197","5150","197","5598","197","6047","197","4303","197","2396","237","375","237","45827","197","2634","197","2237","607","3153","607","1612","197","933","197","2504","197","3007","197","2809","197","5315","197","5744","197","6694","197","4962","197","2737","491","1486","491"
"0500000US21185","Oldham County, Kentucky","58589","112","30021","112","1436","197","2150","370","2234","370","1539","197","796","197","1734","197","1507","197","1607","197","4312","112","4957","197","3838","197","2615","197","1148","146","148","146","28568","197","1445","197","2491","481","1913","481","1443","197","690","197","1445","197","1120","197","1373","197","3921","197","4469","197","3896","197","2722","197","1223","231","417","231"
"0500000US42045","Delaware County, Pennsylvania","374084","291","181445","147","9485","177","9961","1192","9438","1192","6391","177","5425","177","11822","177","10879","81","11374","177","21026","177","24155","177","28943","177","19282","123","9199","721","4065","721","192639","217","8911","153","8179","1158","10476","1158","5870","117","5380","177","11741","38","10484","177","11269","177","21108","177","24791","78","31198","177","21925","177","12369","1124","8938","1124"
"0500000US01077","Lauderdale County, Alabama","78080","146","38202","445","1897","201","1985","473","2063","473","1929","445","1015","201","2980","201","2451","201","2136","201","4121","201","4908","201","5328","201","4430","201","2280","316","679","316","39878","460","1745","201","1174","565","2713","565","697","445","1060","201","3197","201","2297","76","2074","201","4284","201","5204","201","5845","74","5165","201","3156","539","1267","539"
"0500000US12097","Osceola County, Florida","111496","1430","54644","1052","2950","81","3144","719","2923","719","1940","229","1015","229","2949","229","3727","504","3212","494","6521","260","7894","229","7886","341","6391","229","3365","461","727","461","56852","541","2779","229","3331","692","2771","703","1673","229","652","423","3278","423","4162","116","3668","229","7035","229","7592","167","8341","229","6701","105","3165","743","1704","741"
"0500000US13313","Whitfield County, Georgia","59933","233","29018","117","1484","226","1711","547","1642","559","1088","226","756","392","1530","392","2002","226","1580","226","3323","226","4198","226","4244","226","3231","226","1807","313","422","313","30915","119","1393","226","1629","448","1460","457","1021","226","679","400","1521","400","1969","226","1707","226","3485","226","4390","226","4608","226","3765","226","2066","619","1222","619"
"0500000US22109","Terrebonne Parish, Louisiana","73879","178","36807","654","2075","217","2688","538","1875","538","1896","654","958","551","1832","551","2523","217","2422","217","4755","217","4842","217","5327","217","3425","217","1720","299","469","299","37072","698","2060","217","1206","543","3093","528","991","654","549","479","2033","479","2557","217","2449","217","4738","217","5029","217","5558","217","3798","217","2264","377","747","380"
