"GEO_ID","NAME","B15002H_001E","B15002H_001M","B15002H_002E","B15002H_002M","B15002H_003E","B15002H_003M","B15002H_004E","B15002H_004M","B15002H_005E","B15002H_005M","B15002H_006E","B15002H_006M","B15002H_007E","B15002H_007M","B15002H_008E","B15002H_008M","B15002H_009E","B15002H_009M","B15002H_010E","B15002H_010M","B15002H_011E","B15002H_011M","B15002H_012E","B15002H_012M","B15002H_013E","B15002H_013M","B15002H_014E","B15002H_014M","B15002H_015E","B15002H_015M","B15002H_016E","B15002H_016M","B15002H_017E","B15002H_017M","B15002H_018E","B15002H_018M","B15002H_019E","B15002H_019M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Less than 9th grade","Margin of Error!!Total!!Male!!Less than 9th grade","Estimate!!Total!!Male!!9th to 12th grade, no diploma","Margin of Error!!Total!!Male!!9th to 12th grade, no diploma","Estimate!!Total!!Male!!Regular high school diploma","Margin of Error!!Total!!Male!!Regular high school diploma","Estimate!!Total!!Male!!GED or alternative credential","Margin of Error!!Total!!Male!!GED or alternative credential","Estimate!!Total!!Male!!Some college, no degree","Margin of Error!!Total!!Male!!Some college, no degree","Estimate!!Total!!Male!!Associate's degree","Margin of Error!!Total!!Male!!Associate's degree","Estimate!!Total!!Male!!Bachelor's degree","Margin of Error!!Total!!Male!!Bachelor's degree","Estimate!!Total!!Male!!Graduate or professional degree","Margin of Error!!Total!!Male!!Graduate or professional degree","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Less than 9th grade","Margin of Error!!Total!!Female!!Less than 9th grade","Estimate!!Total!!Female!!9th to 12th grade, no diploma","Margin of Error!!Total!!Female!!9th to 12th grade, no diploma","Estimate!!Total!!Female!!Regular high school diploma","Margin of Error!!Total!!Female!!Regular high school diploma","Estimate!!Total!!Female!!GED or alternative credential","Margin of Error!!Total!!Female!!GED or alternative credential","Estimate!!Total!!Female!!Some college, no degree","Margin of Error!!Total!!Female!!Some college, no degree","Estimate!!Total!!Female!!Associate's degree","Margin of Error!!Total!!Female!!Associate's degree","Estimate!!Total!!Female!!Bachelor's degree","Margin of Error!!Total!!Female!!Bachelor's degree","Estimate!!Total!!Female!!Graduate or professional degree","Margin of Error!!Total!!Female!!Graduate or professional degree"
"0500000US34015","Gloucester County, New Jersey","163318","332","78206","31","1327","706","2936","741","23274","2308","3646","853","16487","1759","5429","1124","16990","1752","8117","1406","85112","329","1419","762","3530","805","24431","2131","2628","996","14527","1595","8737","1349","20049","2053","9791","1425"
"0500000US34029","Ocean County, New Jersey","358194","291","167101","181","3064","758","8496","1522","50274","2810","6671","1219","35678","2478","12376","1949","34322","2763","16220","1529","191093","119","2745","658","6924","1353","63927","2931","4282","1018","35958","3088","16667","2144","40571","2693","20019","2130"
"0500000US36009","Cattaraugus County, New York","49299","201","24165","201","1063","349","1578","401","8349","1041","2078","507","4446","746","2610","592","2321","567","1720","448","25134","201","981","326","1195","421","7340","879","1610","521","4592","897","3907","640","2584","506","2925","575"
"0500000US36055","Monroe County, New York","387394","289","184827","148","2378","630","6481","1149","33090","2425","7030","1135","30622","2104","21119","2091","49489","2771","34618","2441","202567","250","4106","1142","8146","1421","38563","2341","5031","1195","28186","2512","24861","1959","47901","2870","45773","2270"
"0500000US37027","Caldwell County, North Carolina","53323","210","25807","210","1932","1007","3817","864","7120","1443","2194","796","5943","1038","1292","451","2200","671","1309","460","27516","210","1765","821","3204","1003","6095","1222","1823","806","6316","1062","3642","936","3575","736","1096","475"
"0500000US37063","Durham County, North Carolina","105391","299","49498","145","658","457","1727","772","4996","1311","1251","552","8542","1281","3759","1147","14057","1574","14508","1614","55893","160","510","442","728","324","6122","1273","1120","503","6931","1345","3968","1084","20241","1708","16273","1608"
"0500000US42025","Carbon County, Pennsylvania","44332","177","21785","177","541","461","1746","692","9883","1494","1325","659","2912","756","2311","828","1868","724","1199","487","22547","177","783","459","1433","656","9064","1187","1472","587","3135","908","2085","726","2496","709","2079","764"
"0500000US42069","Lackawanna County, Pennsylvania","132175","98","62544","177","1387","591","3164","693","21181","1616","1241","399","10820","1189","6221","1008","11468","1527","7062","1061","69631","98","878","383","3839","1015","23952","1738","1385","531","9908","1053","8284","1441","13805","1595","7580","1272"
"0500000US48213","Henderson County, Texas","47986","228","22692","228","885","545","2556","845","5774","1056","1313","539","6263","1016","1578","504","3004","765","1319","537","25294","228","534","410","2912","798","6760","1160","1857","784","7598","1242","1264","568","3341","975","1028","422"
"0500000US49035","Salt Lake County, Utah","546619","708","270148","305","2125","643","10674","1857","44567","2964","8134","1500","68117","3473","23937","2322","68893","3657","43701","2511","276471","638","1879","732","8817","1751","52837","2985","6618","1429","68665","3691","31268","3004","68149","3627","38238","2563"
"0500000US12001","Alachua County, Florida","106243","278","51384","99","1446","852","1572","667","6640","1537","2084","758","8152","1370","6104","1515","14270","1647","11116","1507","54859","258","788","782","1686","784","7275","1359","1982","861","8325","1412","7728","1407","13573","1905","13502","2058"
"0500000US17119","Madison County, Illinois","163056","190","78251","190","880","480","3620","906","18719","1753","4338","970","21441","1995","8291","1475","13336","1691","7626","1252","84805","190","2365","864","3587","1172","21451","2258","4848","1005","19405","2110","9781","1644","14453","1565","8915","1387"
"0500000US18105","Monroe County, Indiana","74389","198","36275","198","367","276","1077","474","7183","1422","1388","681","6582","1067","2855","957","9369","1496","7454","1161","38114","198","393","334","2131","1083","5953","1264","1284","423","6523","1195","4302","1145","8107","1429","9421","1527"
"0500000US19169","Story County, Iowa","44593","163","22234","163","32","43","282","174","3336","650","220","154","4760","1034","3306","722","6585","1035","3713","741","22359","163","113","140","441","311","3843","940","389","245","3508","708","2691","782","6495","1147","4879","937"
"0500000US39101","Marion County, Ohio","41398","43","21025","43","487","276","1418","622","8294","1059","2256","795","5032","955","1233","487","1543","671","762","345","20373","195","717","369","1297","416","8101","1147","920","365","4693","946","1806","615","1612","609","1227","478"
"0500000US39173","Wood County, Ohio","73845","195","35768","195","455","245","1402","536","9228","1462","2141","761","7801","1164","2887","593","6450","1136","5404","1042","38077","195","432","270","1785","700","10497","1338","1317","529","6270","1166","4010","826","8406","1195","5360","991"
"0500000US42011","Berks County, Pennsylvania","221608","120","106781","177","2928","778","7181","1267","36462","2049","4319","1073","18836","2024","8338","1220","19745","1776","8972","1194","114827","120","2122","555","5828","931","37880","2247","4574","986","18839","1850","12235","1761","19873","1840","13476","1607"
"0500000US47155","Sevier County, Tennessee","66372","585","31441","480","1054","526","2976","947","11687","1507","1757","683","8416","1334","1678","592","2383","689","1490","548","34931","289","2127","1009","3277","957","8901","1461","2166","777","8913","1349","3352","1008","4109","1013","2086","694"
"0500000US48099","Coryell County, Texas","29569","228","13850","228","440","218","1097","619","2694","879","837","385","5310","952","1377","573","1727","640","368","206","15719","228","497","364","1050","444","3775","1000","1356","425","5093","1136","1190","397","1938","597","820","401"
"0500000US51121","Montgomery County, Virginia","49057","206","23970","206","687","476","1164","771","4192","1144","643","432","5228","1339","2038","916","5000","1145","5018","1015","25087","206","223","224","1986","969","4602","1319","595","374","5328","1215","1953","699","4766","1029","5634","1005"
"0500000US55027","Dodge County, Wisconsin","58286","98","29747","98","493","202","1673","418","11566","954","1820","478","7078","1144","2999","623","2794","584","1324","396","28539","151","455","250","1128","333","10342","945","878","366","5892","763","4072","678","4550","830","1222","395"
"0500000US55039","Fond du Lac County, Wisconsin","67056","31","32553","16","463","274","1857","541","10185","1278","1859","568","6898","908","3858","804","5102","1127","2331","629","34503","15","798","445","1740","681","10419","1136","983","459","8434","965","5097","854","5384","916","1648","462"
"0500000US06047","Merced County, California","54728","211","26423","211","860","512","1720","799","7410","1197","1562","593","6580","1167","2659","627","3311","938","2321","662","28305","211","1273","529","2174","882","7772","1545","1036","482","6716","1333","1658","543","5058","970","2618","784"
"0500000US12071","Lee County, Florida","414860","1306","199246","821","2774","1310","9004","1823","50916","3733","8166","1636","43169","3283","17962","2156","41186","2773","26069","2548","215614","763","3024","1005","8967","2154","57610","3673","6821","1696","47509","2780","23232","2847","42312","4219","26139","2480"
"0500000US12105","Polk County, Florida","313709","951","150466","440","4582","1471","13963","1992","42969","3008","10118","1707","33528","2941","11874","1735","21326","2658","12106","1663","163243","735","4341","1380","10924","2142","49812","3356","9715","1714","36542","2162","16306","2152","23716","2437","11887","1857"
"0500000US28035","Forrest County, Mississippi","28554","218","13806","218","478","491","1004","482","2220","778","304","252","4296","962","767","435","2558","750","2179","780","14748","218","84","112","402","289","3051","985","233","234","2932","1190","1088","559","4154","1043","2804","978"
"0500000US40145","Wagoner County, Oklahoma","41572","120","20210","66","308","175","1120","417","6091","666","1153","377","5358","675","1657","477","3106","602","1417","445","21362","54","372","176","1334","422","5703","717","838","284","5829","768","2219","406","3747","628","1320","384"
"0500000US42043","Dauphin County, Pennsylvania","136576","463","65085","234","974","403","2961","886","19756","1854","3126","924","11959","1840","4664","1039","14829","1618","6816","1056","71491","414","1142","450","3773","927","21945","2121","1261","422","10553","1581","7756","1230","15035","1584","10026","1524"
"0500000US42089","Monroe County, Pennsylvania","83927","915","40215","152","788","525","2374","878","13627","1758","2614","766","7757","1448","4065","1022","5170","1080","3820","1145","43712","922","1007","608","2555","1008","13173","1840","1709","658","10915","1733","3691","1042","6377","1296","4285","1467"
"0500000US48215","Hidalgo County, Texas","41522","596","20943","228","673","504","826","463","4371","947","962","443","6100","1235","1117","529","4546","940","2348","822","20579","596","328","268","1010","667","5381","997","864","555","4653","888","2230","715","3735","967","2378","821"
"0500000US48329","Midland County, Texas","54527","648","26723","427","473","520","1036","542","3922","1243","1334","656","6708","1331","2261","842","8495","1431","2494","837","27804","230","206","254","1414","871","3321","1103","947","510","6406","1094","3902","1271","8231","1308","3377","1055"
"0500000US55079","Milwaukee County, Wisconsin","368692","1331","177631","714","2406","789","7211","1417","38257","2533","7154","970","37855","2383","15660","1648","42330","2635","26758","1825","191061","647","2594","877","7378","1215","48056","2975","3763","901","33229","2541","16195","1920","49782","2783","30064","1884"
"0500000US55101","Racine County, Wisconsin","104866","206","50683","206","915","649","2969","787","13542","1488","2242","736","10803","1340","5388","991","9691","1300","5133","854","54183","151","402","246","1649","544","15433","1259","1209","543","12825","1446","6457","1081","10751","1318","5457","951"
"0500000US36105","Sullivan County, New York","39903","680","19806","412","1041","625","1756","604","5778","1006","1564","605","3411","703","1266","431","3025","732","1965","756","20097","279","572","426","1219","733","4746","842","1657","748","3540","824","3073","913","2982","782","2308","783"
"0500000US37037","Chatham County, North Carolina","41849","483","19256","210","305","232","1111","555","3156","743","605","336","3262","834","1311","580","5512","1020","3994","1031","22593","483","490","399","101","126","3036","832","787","434","3935","1147","2638","960","5812","1194","5794","924"
"0500000US37085","Harnett County, North Carolina","57152","210","27747","210","590","440","2496","617","6666","989","1895","527","7309","1089","2975","780","3608","701","2208","731","29405","210","706","345","1755","715","7032","1029","1659","489","7380","977","3214","690","4995","898","2664","652"
"0500000US37195","Wilson County, North Carolina","28813","243","13448","167","685","540","1145","404","3360","826","283","189","2920","736","1472","548","2412","694","1171","551","15365","80","469","395","983","501","3036","899","933","466","2803","709","1966","676","3688","963","1487","582"
"0500000US39007","Ashtabula County, Ohio","62811","195","30626","195","2047","998","2741","775","12128","1395","1596","618","5702","959","2403","910","2550","649","1459","570","32185","195","1094","553","2314","689","10687","1388","1655","532","6574","944","2856","812","4020","812","2985","845"
"0500000US39013","Belmont County, Ohio","46782","195","22952","195","605","423","1781","512","9391","1193","854","381","4424","853","2102","660","2447","803","1348","461","23830","195","326","264","787","335","9532","1233","893","383","4263","954","3449","766","3556","944","1024","436"
"0500000US40031","Comanche County, Oklahoma","46852","80","23703","161","1112","614","1568","665","5750","1106","1439","548","6336","1071","1773","690","2947","676","2778","778","23149","80","212","152","2150","590","6597","961","756","335","5761","1102","2051","659","3499","797","2123","499"
"0500000US42013","Blair County, Pennsylvania","84709","49","40298","49","801","328","2925","715","17335","1194","1875","780","5547","994","3480","874","4853","843","3482","805","44411","177","730","248","1749","500","18693","1539","1625","450","8020","1135","4625","934","5530","1061","3439","817"
"0500000US42039","Crawford County, Pennsylvania","57189","163","27704","94","1034","337","1540","406","12302","844","1680","416","3390","494","2116","533","3966","678","1676","378","29485","100","539","215","1372","319","11624","994","1449","411","4984","776","3190","632","3699","713","2628","437"
"0500000US48027","Bell County, Texas","108071","169","52627","228","884","647","1862","794","9479","1451","3433","1062","14304","1721","7116","1643","9616","1329","5933","1155","55444","169","921","423","2447","851","12115","1828","3224","1028","14006","1828","6687","1446","9925","1470","6119","1367"
"0500000US48061","Cameron County, Texas","30046","485","14755","277","455","344","784","455","2653","683","748","453","3499","744","2132","694","2654","723","1830","609","15291","333","118","149","391","273","4742","1131","402","284","4170","870","715","380","2518","773","2235","862"
"0500000US51165","Rockingham County, Virginia","50944","243","24445","126","1126","385","2219","628","8622","1002","1117","427","3626","839","1130","430","3476","716","3129","828","26499","119","1085","407","1759","526","7213","996","1949","718","4173","752","2901","784","5050","1026","2369","659"
"0500000US51700","Newport News city, Virginia","53776","150","26244","206","235","190","676","351","4317","912","1492","552","7229","1191","2525","796","6398","1105","3372","872","27532","150","0","206","1066","381","6185","906","969","434","6896","1052","2711","763","6914","1334","2791","758"
"0500000US51710","Norfolk city, Virginia","71936","374","38263","121","739","437","1229","453","7422","990","1853","576","8625","1151","3210","794","9468","1237","5717","894","33673","355","481","254","1885","825","6094","881","1066","390","8541","1144","2124","604","7854","1144","5628","867"
"0500000US51810","Virginia Beach city, Virginia","199960","489","97045","339","722","451","2124","672","17312","1684","4284","1103","23557","2133","7931","1433","24951","2130","16164","1653","102915","358","1056","550","2836","838","17777","1771","3201","721","25968","2120","11285","1638","25004","2283","15788","1735"
"0500000US09003","Hartford County, Connecticut","409416","453","194775","256","4686","1066","8289","1606","40692","2935","6654","1379","32435","2714","15199","2170","48384","2969","38436","2445","214641","260","4146","1095","6587","1266","51112","3099","4301","1077","31778","2735","22848","2255","50712","2733","43157","2957"
"0500000US18109","Morgan County, Indiana","47213","82","22929","82","953","563","2772","836","7530","1149","1418","530","4521","893","1939","661","2712","800","1084","475","24284","198","576","386","1902","668","6848","977","1847","573","5318","1004","2713","777","3014","720","2066","770"
"0500000US19049","Dallas County, Iowa","51146","107","24599","163","259","213","772","392","4602","894","394","198","4860","912","2321","737","7715","1034","3676","1010","26547","107","303","329","282","214","4669","847","558","293","4923","867","3572","736","9374","1071","2866","659"
"0500000US23011","Kennebec County, Maine","84750","80","40595","80","1485","493","2027","735","12817","1431","2840","920","8058","1240","3080","833","6256","1241","4032","816","44155","170","602","496","1406","488","11248","1257","2499","1006","11155","1482","4646","871","8229","1091","4370","759"
"0500000US26087","Lapeer County, Michigan","58652","91","29240","172","445","209","1747","455","9832","1048","2338","620","8102","996","2276","499","2862","608","1638","534","29412","91","776","374","1203","340","8751","869","782","311","8007","1041","4031","655","3993","773","1869","463"
"0500000US30013","Cascade County, Montana","49400","66","24378","172","216","178","963","435","6389","937","2003","689","6685","1194","2127","823","4194","956","1801","595","25022","66","624","327","948","439","6311","924","638","339","6973","999","3149","731","3737","826","2642","737"
"0500000US32003","Clark County, Nevada","733424","1498","373378","1097","4010","994","20321","2827","78195","3652","17878","2197","105577","4672","32485","2628","70795","4138","44117","2942","360046","769","4645","1189","17995","2296","85725","4739","10875","1546","102285","4133","31751","2501","66267","3902","40503","3014"
"0500000US36007","Broome County, New York","112510","135","53768","75","1500","586","3604","922","13655","1365","4857","1074","8377","1153","6618","1205","9281","1426","5876","1038","58742","114","1508","640","3158","849","16846","1527","3609","905","9472","1136","8272","1304","7982","1051","7895","1215"
"0500000US36027","Dutchess County, New York","153614","480","74527","354","1157","475","3939","984","16063","1574","3788","849","13053","1558","7942","1195","16745","1555","11840","1469","79087","209","1565","729","4187","910","16873","2019","2139","676","12879","1471","9177","1196","15848","1539","16419","1669"
"0500000US37035","Catawba County, North Carolina","88670","101","42247","210","1363","522","3195","946","10812","1482","3420","1057","7116","1543","5098","1462","8085","1332","3158","640","46423","101","1058","517","2937","1086","9976","1627","2285","812","11141","1420","6453","1219","9129","1380","3444","784"
"0500000US39009","Athens County, Ohio","34508","64","16997","35","297","254","1387","569","6406","1008","747","396","2916","853","1219","568","1988","642","2037","572","17511","29","88","97","1098","470","6097","1081","602","434","3181","747","1071","389","2562","734","2812","702"
"0500000US39099","Mahoning County, Ohio","130495","90","62376","73","898","386","3324","863","21328","1908","2061","753","14334","1609","3404","963","11605","1453","5422","853","68119","54","1453","630","3385","955","23122","1605","1461","631","13039","1345","5650","1192","12754","1649","7255","1135"
"0500000US47093","Knox County, Tennessee","265623","150","126170","211","2408","817","5223","1303","27093","2533","5660","1079","27246","2811","9806","1599","29547","2305","19187","2029","139453","150","2139","672","7039","1412","30710","2109","4455","869","28710","2525","14954","2263","31632","2223","19814","2097"
"0500000US51061","Fauquier County, Virginia","39818","227","19462","206","164","153","495","398","4261","885","627","321","3654","778","1778","619","5036","916","3447","817","20356","227","112","133","594","397","3853","771","410","218","4057","893","2363","685","5788","992","3179","816"
"0500000US72127","San Juan Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01103","Morgan County, Alabama","65615","73","31418","73","1131","582","1935","666","6421","1145","1541","566","8617","1332","2452","805","6564","1130","2757","774","34197","201","1744","675","1915","727","8517","1329","1630","606","7362","1185","3691","1049","6238","1085","3100","870"
"0500000US06089","Shasta County, California","106163","534","51134","211","638","331","4195","936","10726","1613","2736","874","15566","1507","6213","1232","7194","1149","3866","721","55029","534","433","289","4321","1226","10593","1456","1207","530","18028","1813","7014","1073","8159","1214","5274","990"
"0500000US13295","Walker County, Georgia","45179","226","21545","226","964","592","3277","1111","4965","1191","2297","810","4403","1041","2562","937","2278","725","799","385","23634","226","797","599","1548","696","5817","1272","2455","866","5625","1346","2898","1042","3066","899","1428","549"
"0500000US25025","Suffolk County, Massachusetts","274311","1319","134659","770","3311","896","2636","782","18743","2289","3205","925","15298","1943","4056","1067","49473","2910","37937","2471","139652","653","3614","835","2701","849","18670","2083","1363","527","13528","1691","6975","1433","49077","2545","43724","2456"
"0500000US26055","Grand Traverse County, Michigan","63243","60","30245","60","224","290","1059","413","7759","1215","1407","725","6377","994","2793","798","7382","1123","3244","836","32998","172","217","130","611","341","6947","1193","653","418","8417","1018","4681","892","7009","1129","4463","939"
"0500000US27137","St. Louis County, Minnesota","127803","26","63531","26","933","338","2962","733","13502","1284","2811","648","17177","1441","8342","1022","12040","1191","5764","881","64272","147","418","250","1249","463","15439","1414","1711","429","16202","1262","9413","1161","12851","1293","6989","947"
"0500000US31153","Sarpy County, Nebraska","99281","161","48557","161","552","288","1535","585","9297","1467","925","365","11125","1325","5900","1024","11399","1395","7824","1113","50724","161","214","166","1496","460","9951","1177","465","261","12272","1747","5053","921","13752","1604","7521","972"
"0500000US40037","Creek County, Oklahoma","39144","170","18831","90","425","221","1717","463","6173","597","975","350","4623","696","1535","336","2440","601","943","356","20313","82","337","197","1694","397","5939","704","918","263","5480","594","1785","419","2790","538","1370","359"
"0500000US06013","Contra Costa County, California","380223","874","185283","534","1667","725","4141","1084","22844","1804","5194","1366","36429","2600","14006","2049","60120","3109","40882","2970","194940","549","1346","583","3828","924","24448","2422","4301","1219","40337","2837","19754","2149","62522","3069","38404","2727"
"0500000US26017","Bay County, Michigan","69299","172","33306","172","572","369","2591","732","11696","1372","1112","459","7295","1099","3512","752","3964","874","2564","740","35993","172","1109","433","2675","862","10779","1316","707","354","8248","1139","4977","1049","4804","857","2694","744"
"0500000US26159","Van Buren County, Michigan","44467","72","21548","38","908","436","1448","475","6108","907","1780","688","4543","761","2051","614","3139","798","1571","508","22919","34","133","109","1354","475","5986","1099","997","492","5712","1039","3105","704","3444","702","2188","570"
"0500000US32031","Washoe County, Nevada","222529","650","111554","370","1162","758","3344","716","21366","2241","5977","1366","29439","2114","9677","1523","25031","2121","15558","1941","110975","312","818","478","4120","1040","17522","1753","4311","911","33335","2435","11272","1560","23835","2202","15762","1629"
"0500000US39045","Fairfield County, Ohio","93020","126","45120","126","506","505","1914","585","15906","1653","1727","567","8474","1436","3892","988","8420","1397","4281","977","47900","195","438","271","3055","793","13311","1442","1251","411","9662","1360","6057","1008","8576","1263","5550","1012"
"0500000US45041","Florence County, South Carolina","51750","115","24399","26","888","470","1410","594","6006","1162","1439","601","4337","905","2954","906","4434","903","2931","720","27351","112","1156","505","1657","699","6751","1200","1060","761","5669","1180","2596","678","4761","956","3701","959"
"0500000US48005","Angelina County, Texas","37676","201","17928","63","1349","618","694","478","6093","1278","1280","540","4544","999","884","527","2081","611","1003","590","19748","148","943","557","1332","521","4118","1156","1429","638","6169","1109","1685","731","2995","984","1077","652"
"0500000US53057","Skagit County, Washington","72826","299","35254","260","285","245","1085","403","7832","1190","1412","631","10450","1203","3087","706","7402","1043","3701","725","37572","88","606","463","1333","506","8455","1140","1147","564","10192","1384","5333","944","6877","1026","3629","642"
"0500000US54039","Kanawha County, West Virginia","117723","201","55341","201","1863","657","4664","1359","15965","1834","3575","936","12190","1742","2737","803","9483","1357","4864","880","62382","201","1823","761","4393","985","18178","1886","4060","1027","12858","1691","6107","1260","7710","1383","7253","1244"
"0500000US55025","Dane County, Wisconsin","300170","397","146731","353","1104","455","3460","1079","24858","2595","2849","671","23719","2207","14767","1623","46749","2636","29225","2124","153439","206","1439","576","3083","828","22181","1913","2101","671","25893","2778","16783","1829","47993","3100","33966","2439"
"0500000US01083","Limestone County, Alabama","52936","6","26092","6","576","320","3426","1234","5364","1210","2332","638","4382","888","1682","702","5601","1179","2729","898","26844","201","1853","1565","1830","651","6049","1377","1223","540","5471","1231","3189","908","5228","1117","2001","777"
"0500000US12091","Okaloosa County, Florida","109533","526","54935","127","1382","711","2903","1146","10073","1547","2628","786","12842","1941","6103","1288","10072","1495","8932","1463","54598","512","1174","620","2353","1002","12196","1958","2836","747","12847","1656","6326","1195","10892","1431","5974","1392"
"0500000US12117","Seminole County, Florida","207277","600","99271","286","1900","1094","4128","1193","19743","2410","3307","1080","18745","2021","9911","1283","26849","2583","14688","2200","108006","524","1098","538","3187","921","21849","2396","2507","714","25121","2200","11111","1787","26559","2108","16574","2221"
"0500000US13153","Houston County, Georgia","61000","226","29576","226","398","322","782","406","6608","1545","1596","771","7822","1752","3532","1315","4910","1461","3928","1256","31424","226","330","272","2470","1270","7638","1179","1043","493","5999","1216","3369","1143","6166","1632","4409","1370"
"0500000US17197","Will County, Illinois","307243","400","149318","185","1803","545","4788","1179","34092","2128","5573","1075","34367","2449","13254","1768","38129","2512","17312","1626","157925","284","1433","708","4408","961","39251","2523","2959","594","33766","2561","15494","1591","36186","2549","24428","2318"
"0500000US27145","Stearns County, Minnesota","89132","147","44474","147","714","395","1920","527","12894","1296","909","344","9174","1230","6968","934","7901","1020","3994","773","44658","147","1213","525","1210","448","10300","989","515","316","9312","1199","8234","1180","8747","1010","5127","850"
"0500000US36101","Steuben County, New York","64368","201","31433","201","1093","357","1987","331","11404","940","1455","396","4472","740","4221","731","3627","658","3174","716","32935","201","564","210","2087","646","9608","1024","2257","493","4879","711","5201","742","4202","634","4137","699"
"0500000US38017","Cass County, North Dakota","100193","55","50105","55","914","638","1455","746","8578","1402","1853","661","11425","1721","7346","1724","13937","1889","4597","1224","50088","161","746","482","626","316","7631","1350","557","452","10025","1485","7086","1412","17173","2162","6244","1416"
"0500000US38101","Ward County, North Dakota","37339","39","19080","24","1332","725","398","270","6705","985","269","190","3511","775","2544","692","3276","686","1045","402","18259","16","720","392","598","442","3404","742","244","190","4407","1010","3000","802","4412","849","1474","608"
"0500000US41051","Multnomah County, Oregon","440888","583","216529","293","2261","855","7159","1316","30026","2579","8184","1210","46789","2905","15908","1906","64147","3583","42055","2956","224359","489","2030","821","5134","1144","28178","3039","3632","787","48825","2764","17011","1879","67647","3386","51902","2541"
"0500000US48485","Wichita County, Texas","59253","72","28873","50","698","385","2349","781","5918","1119","2569","789","7690","1203","1826","658","4479","1012","3344","828","30380","52","857","411","1858","577","7823","1194","1751","623","8313","1220","2981","772","4963","854","1834","708"
"0500000US51015","Augusta County, Virginia","50883","103","25083","206","901","398","2219","880","7044","1259","1951","750","4982","1147","1883","764","3980","996","2123","716","25800","103","1052","558","2045","785","8847","1415","1124","567","4057","1016","1838","584","4578","1143","2259","681"
"0500000US51550","Chesapeake city, Virginia","97187","162","47468","155","849","502","2133","720","10721","1681","1903","691","9991","1400","4765","996","10860","1587","6246","1191","49719","49","1029","622","1851","728","9669","1521","1834","786","12809","1686","5513","1176","11023","1262","5991","981"
"0500000US51770","Roanoke city, Virginia","44524","298","20771","206","645","320","1633","571","6079","1422","1755","813","3089","781","908","493","4931","1003","1731","518","23753","298","761","527","2009","617","5007","994","1592","657","4830","970","2142","678","4290","981","3122","839"
"0500000US54011","Cabell County, West Virginia","57373","110","27418","42","1072","659","2311","856","7666","1214","1759","691","5459","1210","995","539","3939","926","4217","1003","29955","78","323","252","2369","703","7460","1385","1422","565","7255","1415","3084","892","4759","916","3283","861"
"0500000US04013","Maricopa County, Arizona","1822973","1520","884040","1119","11040","1744","30826","2792","145860","5726","31235","2429","218697","7556","79969","4013","234198","6670","132215","5463","938933","854","11312","1679","33709","3381","173803","6157","22280","2084","244051","6701","91979","4733","229656","6481","132143","5142"
"0500000US05069","Jefferson County, Arkansas","20121","728","10318","475","541","419","541","317","3043","757","2175","725","1853","425","646","436","830","403","689","369","9803","389","291","245","303","282","3687","562","720","355","2266","541","560","377","1233","544","743","444"
"0500000US08014","Broomfield County, Colorado","38309","204","18834","204","59","78","387","273","1546","644","596","408","2981","720","1533","509","7435","753","4297","732","19475","204","0","204","267","188","2787","556","807","449","3349","684","1904","660","6725","998","3636","782"
"0500000US30031","Gallatin County, Montana","66584","37","34335","172","523","341","533","318","4299","959","1200","514","8511","1182","2780","1265","10154","1574","6335","1008","32249","37","449","532","440","310","5119","964","997","601","7015","938","2056","848","10188","1135","5985","966"
"0500000US42019","Butler County, Pennsylvania","128482","90","62647","81","734","328","2455","653","17340","1795","2637","547","9546","1300","6079","1055","16659","1502","7197","1133","65835","22","1213","615","2381","829","20006","1473","2041","506","9494","1336","7242","1070","13981","1435","9477","1063"
"0500000US42079","Luzerne County, Pennsylvania","195137","54","93720","177","1516","647","6529","1075","33004","2103","4504","829","15685","1293","9026","1317","15378","1580","8078","1264","101417","54","1441","362","5354","1170","37311","1979","3075","762","17622","1475","10826","1196","15301","1554","10487","1444"
"0500000US45055","Kershaw County, South Carolina","31654","468","14624","468","782","428","1151","464","4621","976","1186","513","3524","959","919","456","1250","580","1191","636","17030","214","295","258","1536","673","5085","866","806","465","3541","806","2141","732","1917","624","1709","589"
"0500000US51107","Loudoun County, Virginia","149686","255","73537","130","624","357","352","258","6852","1516","1286","484","9441","1405","3294","827","28841","1801","22847","2145","76149","187","577","441","834","484","7805","1479","971","391","10983","1542","5093","962","30048","2006","19838","1936"
"0500000US72135","Toa Alta Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US08001","Adams County, Colorado","187011","497","92458","358","824","481","4193","996","21393","2222","6192","1143","21849","2137","9289","1557","20520","1847","8198","1239","94553","244","965","568","2383","716","19989","1942","2684","812","23950","2016","10302","1558","20626","1852","13654","1378"
