"Notes"	"County"	"County Code"	"Year"	"Year Code"	Births
	"Douglas County, NE"	"31055"	"2011"	"2011"	165
	"Douglas County, NE"	"31055"	"2012"	"2012"	159
	"Douglas County, NE"	"31055"	"2013"	"2013"	185
	"Douglas County, NE"	"31055"	"2014"	"2014"	152
	"Douglas County, NE"	"31055"	"2015"	"2015"	143
	"Douglas County, NE"	"31055"	"2016"	"2016"	160
	"Douglas County, NE"	"31055"	"2017"	"2017"	151
	"Douglas County, NE"	"31055"	"2018"	"2018"	145
	"Douglas County, NE"	"31055"	"2019"	"2019"	152
	"Douglas County, NE"	"31055"	"2020"	"2020"	136
	"Guilford County, NC"	"37081"	"2007"	"2007"	125
	"Guilford County, NC"	"37081"	"2008"	"2008"	109
	"Guilford County, NC"	"37081"	"2009"	"2009"	85
	"Guilford County, NC"	"37081"	"2010"	"2010"	82
	"Guilford County, NC"	"37081"	"2011"	"2011"	71
	"Guilford County, NC"	"37081"	"2012"	"2012"	70
	"Guilford County, NC"	"37081"	"2013"	"2013"	83
	"Guilford County, NC"	"37081"	"2014"	"2014"	61
	"Guilford County, NC"	"37081"	"2015"	"2015"	57
	"Guilford County, NC"	"37081"	"2016"	"2016"	65
	"Guilford County, NC"	"37081"	"2017"	"2017"	52
	"Guilford County, NC"	"37081"	"2018"	"2018"	61
	"Guilford County, NC"	"37081"	"2019"	"2019"	64
	"Guilford County, NC"	"37081"	"2020"	"2020"	58
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	380
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	367
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	355
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	244
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	234
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	240
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	223
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	200
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	226
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	264
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	267
	"Mecklenburg County, NC"	"37119"	"2018"	"2018"	274
	"Mecklenburg County, NC"	"37119"	"2019"	"2019"	252
	"Mecklenburg County, NC"	"37119"	"2020"	"2020"	290
	"Wake County, NC"	"37183"	"2007"	"2007"	314
	"Wake County, NC"	"37183"	"2008"	"2008"	261
	"Wake County, NC"	"37183"	"2009"	"2009"	258
	"Wake County, NC"	"37183"	"2010"	"2010"	201
	"Wake County, NC"	"37183"	"2011"	"2011"	166
	"Wake County, NC"	"37183"	"2012"	"2012"	167
	"Wake County, NC"	"37183"	"2013"	"2013"	169
	"Wake County, NC"	"37183"	"2014"	"2014"	165
	"Wake County, NC"	"37183"	"2015"	"2015"	167
	"Wake County, NC"	"37183"	"2016"	"2016"	153
	"Wake County, NC"	"37183"	"2017"	"2017"	151
	"Wake County, NC"	"37183"	"2018"	"2018"	143
	"Wake County, NC"	"37183"	"2019"	"2019"	152
	"Wake County, NC"	"37183"	"2020"	"2020"	181
	"Franklin County, OH"	"39049"	"2007"	"2007"	171
	"Franklin County, OH"	"39049"	"2008"	"2008"	162
	"Franklin County, OH"	"39049"	"2009"	"2009"	160
	"Franklin County, OH"	"39049"	"2010"	"2010"	157
	"Franklin County, OH"	"39049"	"2011"	"2011"	130
	"Franklin County, OH"	"39049"	"2012"	"2012"	142
	"Franklin County, OH"	"39049"	"2013"	"2013"	122
	"Franklin County, OH"	"39049"	"2014"	"2014"	123
	"Franklin County, OH"	"39049"	"2015"	"2015"	98
	"Franklin County, OH"	"39049"	"2016"	"2016"	131
	"Franklin County, OH"	"39049"	"2017"	"2017"	111
	"Franklin County, OH"	"39049"	"2018"	"2018"	108
	"Franklin County, OH"	"39049"	"2019"	"2019"	106
	"Franklin County, OH"	"39049"	"2020"	"2020"	112
	"Hamilton County, OH"	"39061"	"2007"	"2007"	68
	"Hamilton County, OH"	"39061"	"2008"	"2008"	78
	"Hamilton County, OH"	"39061"	"2009"	"2009"	84
	"Hamilton County, OH"	"39061"	"2010"	"2010"	54
	"Hamilton County, OH"	"39061"	"2011"	"2011"	46
	"Hamilton County, OH"	"39061"	"2012"	"2012"	39
	"Hamilton County, OH"	"39061"	"2013"	"2013"	31
	"Hamilton County, OH"	"39061"	"2014"	"2014"	51
	"Hamilton County, OH"	"39061"	"2015"	"2015"	68
	"Hamilton County, OH"	"39061"	"2016"	"2016"	68
	"Hamilton County, OH"	"39061"	"2017"	"2017"	64
	"Hamilton County, OH"	"39061"	"2018"	"2018"	60
	"Hamilton County, OH"	"39061"	"2019"	"2019"	72
	"Hamilton County, OH"	"39061"	"2020"	"2020"	81
	"Montgomery County, OH"	"39113"	"2007"	"2007"	29
	"Montgomery County, OH"	"39113"	"2008"	"2008"	24
	"Montgomery County, OH"	"39113"	"2009"	"2009"	30
	"Montgomery County, OH"	"39113"	"2010"	"2010"	18
	"Montgomery County, OH"	"39113"	"2011"	"2011"	18
	"Montgomery County, OH"	"39113"	"2012"	"2012"	21
	"Montgomery County, OH"	"39113"	"2013"	"2013"	21
	"Montgomery County, OH"	"39113"	"2014"	"2014"	19
	"Montgomery County, OH"	"39113"	"2015"	"2015"	16
	"Montgomery County, OH"	"39113"	"2016"	"2016"	21
	"Montgomery County, OH"	"39113"	"2017"	"2017"	22
	"Montgomery County, OH"	"39113"	"2018"	"2018"	15
	"Montgomery County, OH"	"39113"	"2019"	"2019"	21
	"Montgomery County, OH"	"39113"	"2020"	"2020"	31
	"Oklahoma County, OK"	"40109"	"2007"	"2007"	435
	"Oklahoma County, OK"	"40109"	"2008"	"2008"	429
	"Oklahoma County, OK"	"40109"	"2009"	"2009"	454
	"Oklahoma County, OK"	"40109"	"2010"	"2010"	433
	"Oklahoma County, OK"	"40109"	"2011"	"2011"	419
	"Oklahoma County, OK"	"40109"	"2012"	"2012"	417
	"Oklahoma County, OK"	"40109"	"2013"	"2013"	407
	"Oklahoma County, OK"	"40109"	"2014"	"2014"	355
	"Oklahoma County, OK"	"40109"	"2015"	"2015"	345
	"Oklahoma County, OK"	"40109"	"2016"	"2016"	331
	"Oklahoma County, OK"	"40109"	"2017"	"2017"	304
	"Oklahoma County, OK"	"40109"	"2018"	"2018"	281
	"Oklahoma County, OK"	"40109"	"2019"	"2019"	292
	"Oklahoma County, OK"	"40109"	"2020"	"2020"	287
	"Tulsa County, OK"	"40143"	"2007"	"2007"	258
	"Tulsa County, OK"	"40143"	"2008"	"2008"	254
	"Tulsa County, OK"	"40143"	"2009"	"2009"	282
	"Tulsa County, OK"	"40143"	"2010"	"2010"	202
	"Tulsa County, OK"	"40143"	"2011"	"2011"	197
	"Tulsa County, OK"	"40143"	"2012"	"2012"	190
	"Tulsa County, OK"	"40143"	"2013"	"2013"	169
	"Tulsa County, OK"	"40143"	"2014"	"2014"	161
	"Tulsa County, OK"	"40143"	"2015"	"2015"	180
	"Tulsa County, OK"	"40143"	"2016"	"2016"	176
	"Tulsa County, OK"	"40143"	"2017"	"2017"	137
	"Tulsa County, OK"	"40143"	"2018"	"2018"	141
	"Tulsa County, OK"	"40143"	"2019"	"2019"	156
	"Tulsa County, OK"	"40143"	"2020"	"2020"	153
	"Greenville County, SC"	"45045"	"2007"	"2007"	124
	"Greenville County, SC"	"45045"	"2008"	"2008"	108
	"Greenville County, SC"	"45045"	"2009"	"2009"	113
	"Greenville County, SC"	"45045"	"2010"	"2010"	109
	"Greenville County, SC"	"45045"	"2011"	"2011"	84
	"Greenville County, SC"	"45045"	"2012"	"2012"	85
	"Greenville County, SC"	"45045"	"2013"	"2013"	68
	"Greenville County, SC"	"45045"	"2014"	"2014"	70
	"Greenville County, SC"	"45045"	"2015"	"2015"	56
	"Greenville County, SC"	"45045"	"2016"	"2016"	73
	"Greenville County, SC"	"45045"	"2017"	"2017"	77
	"Greenville County, SC"	"45045"	"2018"	"2018"	71
	"Greenville County, SC"	"45045"	"2019"	"2019"	94
	"Greenville County, SC"	"45045"	"2020"	"2020"	75
	"Davidson County, TN"	"47037"	"2007"	"2007"	252
	"Davidson County, TN"	"47037"	"2008"	"2008"	232
	"Davidson County, TN"	"47037"	"2009"	"2009"	184
	"Davidson County, TN"	"47037"	"2010"	"2010"	166
	"Davidson County, TN"	"47037"	"2011"	"2011"	163
	"Davidson County, TN"	"47037"	"2012"	"2012"	119
	"Davidson County, TN"	"47037"	"2013"	"2013"	157
	"Davidson County, TN"	"47037"	"2014"	"2014"	132
	"Davidson County, TN"	"47037"	"2015"	"2015"	140
	"Davidson County, TN"	"47037"	"2016"	"2016"	173
	"Davidson County, TN"	"47037"	"2017"	"2017"	145
	"Davidson County, TN"	"47037"	"2018"	"2018"	154
	"Davidson County, TN"	"47037"	"2019"	"2019"	183
	"Davidson County, TN"	"47037"	"2020"	"2020"	210
	"Knox County, TN"	"47093"	"2007"	"2007"	37
	"Knox County, TN"	"47093"	"2008"	"2008"	65
	"Knox County, TN"	"47093"	"2009"	"2009"	38
	"Knox County, TN"	"47093"	"2010"	"2010"	33
	"Knox County, TN"	"47093"	"2011"	"2011"	33
	"Knox County, TN"	"47093"	"2012"	"2012"	28
	"Knox County, TN"	"47093"	"2013"	"2013"	26
	"Knox County, TN"	"47093"	"2014"	"2014"	29
	"Knox County, TN"	"47093"	"2015"	"2015"	37
	"Knox County, TN"	"47093"	"2016"	"2016"	30
	"Knox County, TN"	"47093"	"2017"	"2017"	28
	"Knox County, TN"	"47093"	"2018"	"2018"	38
	"Knox County, TN"	"47093"	"2019"	"2019"	34
	"Knox County, TN"	"47093"	"2020"	"2020"	41
	"Shelby County, TN"	"47157"	"2007"	"2007"	233
	"Shelby County, TN"	"47157"	"2008"	"2008"	211
	"Shelby County, TN"	"47157"	"2009"	"2009"	203
	"Shelby County, TN"	"47157"	"2010"	"2010"	180
	"Shelby County, TN"	"47157"	"2011"	"2011"	169
	"Shelby County, TN"	"47157"	"2012"	"2012"	166
	"Shelby County, TN"	"47157"	"2013"	"2013"	132
	"Shelby County, TN"	"47157"	"2014"	"2014"	124
	"Shelby County, TN"	"47157"	"2015"	"2015"	130
	"Shelby County, TN"	"47157"	"2016"	"2016"	140
	"Shelby County, TN"	"47157"	"2017"	"2017"	147
	"Shelby County, TN"	"47157"	"2018"	"2018"	137
	"Shelby County, TN"	"47157"	"2019"	"2019"	134
	"Shelby County, TN"	"47157"	"2020"	"2020"	166
	"Richmond city, VA"	"51760"	"2007"	"2007"	59
	"Richmond city, VA"	"51760"	"2008"	"2008"	64
	"Richmond city, VA"	"51760"	"2009"	"2009"	39
	"Richmond city, VA"	"51760"	"2010"	"2010"	34
	"Richmond city, VA"	"51760"	"2011"	"2011"	19
	"Richmond city, VA"	"51760"	"2012"	"2012"	23
	"Richmond city, VA"	"51760"	"2013"	"2013"	29
	"Richmond city, VA"	"51760"	"2014"	"2014"	16
	"Richmond city, VA"	"51760"	"2015"	"2015"	40
	"Richmond city, VA"	"51760"	"2016"	"2016"	33
	"Richmond city, VA"	"51760"	"2017"	"2017"	51
	"Richmond city, VA"	"51760"	"2018"	"2018"	47
	"Richmond city, VA"	"51760"	"2019"	"2019"	39
	"Richmond city, VA"	"51760"	"2020"	"2020"	51
"---"
"Dataset: Natality, 2007-2020"
"Query Parameters:"
"Age of Mother 9: 15-19 years"
"Mother's Hispanic Origin: Hispanic or Latino"
"States: Jefferson County, AL (01073); Duval County, FL (12031); Marion County, IN (18097); Jefferson County, KY (21111); Kent"
"County, MI (26081); Jackson County, MO (29095); St. Louis County, MO (29189); St. Louis city, MO (29510); Douglas County, NE"
"(31055); Guilford County, NC (37081); Mecklenburg County, NC (37119); Wake County, NC (37183); Franklin County, OH (39049);"
"Hamilton County, OH (39061); Montgomery County, OH (39113); Oklahoma County, OK (40109); Tulsa County, OK (40143); Greenville"
"County, SC (45045); Davidson County, TN (47037); Knox County, TN (47093); Shelby County, TN (47157); Richmond city, VA (51760)"
"Group By: County; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information."
"---"
"Query Date: Feb 25, 2022 12:10:24 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2007-2020, on CDC"
"WONDER Online Database, October 2021. Accessed at http://wonder.cdc.gov/natality-current.html on Feb 25, 2022 12:10:24 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties""."
"3. <p> As a result of population changes the following counties do not have data available for all years.<br/> Before 2014 the"
"data for the following counties was recoded to the ""Unidentified Counties"" category within the state of the county because"
"they did not meet minimum population standards. Houston County, AL (01069); Navajo County, AZ (04017); Faulkner County, AR"
"(05045); Saline County, AR (05125); Bartow County, GA (13015); Carroll County, GA (13045); Columbia County, GA (13073); Coweta"
"County, GA (13077); Douglas County, GA (13097); Fayette County, GA (13113); Forsyth County, GA (13117); Lowndes County, GA"
"(13185); Paulding County, GA (13223); Whitfield County, GA (13313); Bonneville County, ID (16019); DeKalb County, IL (17037);"
"Kendall County, IL (17093); Clark County, IN (18019); Douglas County, KS (20045); Boone County, KY (21015); Hardin County, KY"
"(21093); Warren County, KY (21227); Ascension Parish, LA (22005); Bossier Parish, LA (22015); Livingston Parish, LA (22063);"
"Cecil County, MD (24015); St. Mary's County, MD (24037); Scott County, MN (27139); Wright County, MN (27171); Franklin County,"
"MO (29071); Missoula County, MT (30063); Sandoval County, NM (35043); Tompkins County, NY (36109); Brunswick County, NC (37019);"
"Craven County, NC (37049); Harnett County, NC (37085); Henderson County, NC (37089); Miami County, OH (39109); Canadian County,"
"OK (40017); Adams County, PA (42001); Dorchester County, SC (45035); Pennington County, SD (46103); Wilson County, TN (47189);"
"Comal County, TX (48091); Guadalupe County, TX (48187); Hays County, TX (48209); Kaufman County, TX (48257); Parker County, TX"
"(48367); Cache County, UT (49005); Washington County, UT (49053); Spotsylvania County, VA (51177); Stafford County, VA (51179);"
"Cowlitz County, WA (53015); Berkeley County, WV (54003); Fond du Lac County, WI (55039); Walworth County, WI (55127). </p> <p>"
"After 2013 the data for the following counties was recoded to the ""Unidentified Counties"" category within the state of the"
"county because they did not meet minimum population standards. Cape May County, NJ (34009); Portsmouth city, VA (51740). </p>"
"4. Data for some counties in New York and Virginia have been revised for 2014 births based on updated residence population. More"
"information: http://wonder.cdc.gov/wonder/help/Natality.html#county_2014."
"5. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis County (FIPS code 29189)."
