"GEO_ID","NAME","B20017_001E","B20017_001M","B20017_002E","B20017_002M","B20017_003E","B20017_003M","B20017_004E","B20017_004M","B20017_005E","B20017_005M","B20017_006E","B20017_006M","B20017_007E","B20017_007M"
"id","Geographic Area Name","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Male --!!Other (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --!!Female --!!Other (dollars)"
"0500000US41003","Benton County, Oregon","24708","3066","29370","5537","61048","3496","7403","1599","19448","3498","44846","5366","7822","2305"
"0500000US41005","Clackamas County, Oregon","41655","1014","50705","1492","61979","1693","17822","2510","34389","3077","50672","2059","15372","1251"
"0500000US41017","Deschutes County, Oregon","33553","3462","40123","5779","51139","5351","20381","3374","29102","4357","41619","2898","14493","2150"
"0500000US41019","Douglas County, Oregon","30851","2014","38852","3776","42585","2121","11588","1950","23784","3184","35807","4017","10859","1521"
"0500000US41029","Jackson County, Oregon","31162","1279","37229","3226","46662","2972","15514","2857","24599","1773","35988","1900","12235","2984"
"0500000US41033","Josephine County, Oregon","25987","3485","31879","4789","51141","5103","10621","2590","22703","2174","34135","8676","11132","2893"
"0500000US41035","Klamath County, Oregon","26141","4772","34434","7729","50112","4749","10542","4310","21164","3382","36175","8062","11055","1415"
"0500000US41039","Lane County, Oregon","27295","1088","32168","1422","45988","1668","11688","1085","24365","1444","37971","1628","11224","723"
"0500000US41043","Linn County, Oregon","32583","3662","41299","1631","50875","3662","11058","1981","24983","2100","36615","2275","11041","1195"
"0500000US41047","Marion County, Oregon","30175","1217","32063","1785","41361","1873","11105","1088","26366","1108","39371","2883","10605","855"
"0500000US41051","Multnomah County, Oregon","38707","1813","41866","918","55810","2152","16204","1318","35338","1613","51655","1105","15320","923"
"0500000US41053","Polk County, Oregon","30423","2274","38649","6593","49659","4504","10255","3450","20863","2381","40695","9151","11217","900"
"0500000US41059","Umatilla County, Oregon","30967","2209","35369","3889","44134","5924","15806","5912","26292","3224","39954","4790","10054","1775"
"0500000US41067","Washington County, Oregon","41372","964","50506","1775","62649","4182","16156","1670","34143","1858","50504","2051","12392","1427"
"0500000US41071","Yamhill County, Oregon","30067","2750","32245","5246","47969","7325","7892","2644","26989","3285","42048","3903","10117","2348"
"0500000US42001","Adams County, Pennsylvania","34245","2841","41170","1308","50840","1499","7325","2141","27423","3988","38222","4350","10280","1709"
"0500000US42003","Allegheny County, Pennsylvania","38236","1051","45363","1302","59338","2057","11698","516","32144","596","46409","936","10646","476"
"0500000US42005","Armstrong County, Pennsylvania","33873","2960","40367","3016","46736","3079","13272","3196","25909","1925","39734","4694","9653","2186"
"0500000US42007","Beaver County, Pennsylvania","34709","1991","42052","2034","54192","5401","11787","3156","30290","1529","39511","2178","12713","2026"
"0500000US42011","Berks County, Pennsylvania","35160","1181","41759","873","51273","1255","9609","1176","28118","2044","41397","1345","10275","733"
"0500000US42013","Blair County, Pennsylvania","31064","1811","35992","1862","48252","3840","9686","2313","25336","3154","38133","3463","11042","1055"
"0500000US42017","Bucks County, Pennsylvania","45163","1453","52998","2133","66949","2781","11714","977","36628","1440","51887","1221","12877","1443"
"0500000US42019","Butler County, Pennsylvania","37525","1795","48442","3299","62484","4318","11721","1429","28754","2009","45621","2660","8181","1649"
"0500000US42021","Cambria County, Pennsylvania","29298","2438","34829","2137","43774","3838","10402","1467","23407","1797","36813","1884","9009","1595"
"0500000US42025","Carbon County, Pennsylvania","35864","2449","40523","3294","46861","8004","8069","2971","28713","4597","44187","4987","8997","1842"
"0500000US42027","Centre County, Pennsylvania","26295","2171","30111","2810","48891","4717","6039","904","22339","4653","43852","3101","4783","1395"
"0500000US42029","Chester County, Pennsylvania","49589","2766","60522","2006","75722","3965","11907","1208","36751","1767","57810","4056","11939","1117"
"0500000US42033","Clearfield County, Pennsylvania","30604","1825","36570","2727","45595","4376","10115","1321","23413","2905","35409","5184","8059","1751"
"0500000US42037","Columbia County, Pennsylvania","32032","2341","40465","2513","50544","3879","13242","5584","27708","2242","36570","2160","11283","1659"
"0500000US42039","Crawford County, Pennsylvania","30464","1479","35293","3049","44720","2168","10878","1206","25078","2088","36823","3268","9148","1502"
"0500000US42041","Cumberland County, Pennsylvania","36023","1562","44759","3209","56789","4199","9154","1331","30337","1828","49217","4010","10280","1595"
"0500000US42043","Dauphin County, Pennsylvania","35447","1445","40852","1371","50330","1982","10949","1318","30898","1270","43845","2809","10491","908"
"0500000US42045","Delaware County, Pennsylvania","40681","857","46623","1731","61009","1652","11722","1133","34565","2222","50116","1988","11820","664"
"0500000US42049","Erie County, Pennsylvania","28566","1993","35572","2172","50049","2461","11068","918","22526","1345","35937","1734","9179","998"
"0500000US42051","Fayette County, Pennsylvania","32289","2423","40452","2838","51184","2328","16163","2232","26104","1823","35397","3073","11496","1556"
"0500000US42055","Franklin County, Pennsylvania","31988","2193","40197","2002","49071","2873","12725","3336","25321","2476","38424","2370","10672","1216"
"0500000US42063","Indiana County, Pennsylvania","24602","3674","31387","3291","47080","7739","6621","2415","19147","1643","35176","7007","8585","3080"
"0500000US42069","Lackawanna County, Pennsylvania","31377","978","36141","1930","49088","2165","9309","1278","27120","1691","36358","2301","8867","1838"
"0500000US42071","Lancaster County, Pennsylvania","35177","1047","43247","2037","52239","1352","10469","1306","26656","1387","40975","1059","10846","639"
"0500000US42073","Lawrence County, Pennsylvania","29990","1974","39199","4071","51355","3292","8772","3264","23644","2401","33933","4797","10550","1517"
"0500000US42075","Lebanon County, Pennsylvania","31739","1077","41430","2127","52492","5236","10935","1940","25593","1704","35670","1573","10192","1427"
"0500000US42077","Lehigh County, Pennsylvania","35672","1392","42012","2083","51711","1066","12413","3364","29676","1820","41867","2075","11345","722"
"0500000US42079","Luzerne County, Pennsylvania","31189","805","37152","2606","47656","4184","12548","2517","25980","1079","37696","2323","10789","730"
"0500000US42081","Lycoming County, Pennsylvania","30328","1864","35777","2241","47964","3441","7120","1830","25167","2516","33898","3047","11529","1598"
"0500000US42085","Mercer County, Pennsylvania","27854","3158","37032","3072","49428","3904","8421","3261","22596","2150","35808","2435","8417","934"
"0500000US42089","Monroe County, Pennsylvania","30968","1353","35521","3003","48913","4161","11913","1355","27201","2555","38151","3464","9199","1742"
"0500000US42091","Montgomery County, Pennsylvania","47286","1193","55477","1631","70610","2317","14875","1321","40306","1065","57335","2943","15002","1666"
"0500000US42095","Northampton County, Pennsylvania","36131","1211","44503","3664","52490","2935","9192","2819","29989","2729","46718","2632","10066","1169"
"0500000US42097","Northumberland County, Pennsylvania","31797","1083","39453","2766","45587","2737","10690","1851","27181","1343","35420","3601","9110","1661"
"0500000US42101","Philadelphia County, Pennsylvania","32550","1023","35888","1057","49965","1884","11385","645","30993","661","42879","2079","10802","506"
"0500000US42107","Schuylkill County, Pennsylvania","34964","1975","41704","1723","50423","1449","12058","2811","29169","2109","40020","2887","8649","1827"
"0500000US42111","Somerset County, Pennsylvania","28154","2965","33537","4963","46414","3327","10813","1504","23593","2371","31529","981","10439","1945"
"0500000US42125","Washington County, Pennsylvania","35649","1441","44343","3783","56440","1888","11075","1156","27762","2107","41015","1943","11538","1200"
"0500000US42129","Westmoreland County, Pennsylvania","35923","1335","44352","2388","52264","1321","10092","1312","29017","1947","42079","2283","10462","974"
"0500000US42133","York County, Pennsylvania","37191","1318","44776","2921","52925","2227","12029","1359","30724","882","42613","1802","10941","874"
"0500000US44003","Kent County, Rhode Island","45947","1776","52249","3122","60878","3640","16732","4185","40006","3930","50604","1131","15778","1767"
"0500000US44005","Newport County, Rhode Island","47585","7169","60684","4675","72366","5104","18592","4963","34740","4190","56409","8882","13117","4496"
"0500000US44007","Providence County, Rhode Island","35291","1132","40778","1041","51452","935","12068","1071","30686","929","42242","2111","13276","1082"
"0500000US44009","Washington County, Rhode Island","38718","5105","52546","5629","68084","7858","10767","1141","30391","2699","50831","2579","14411","5068"
"0500000US45003","Aiken County, South Carolina","31379","2832","43615","4616","51432","2343","10158","3497","23917","3343","37746","3541","8225","1850"
"0500000US45007","Anderson County, South Carolina","31980","1758","41220","2483","50172","1855","11375","3648","25996","1802","35849","2151","10280","1426"
"0500000US45013","Beaufort County, South Carolina","30660","1628","32561","5508","47498","6324","10192","1795","27252","2485","36778","4258","12820","2181"
"0500000US45015","Berkeley County, South Carolina","32376","2066","35802","1982","46841","5997","11008","1665","30177","1610","40551","2814","11419","1169"
"0500000US45019","Charleston County, South Carolina","38278","1929","41591","1422","50641","1452","11389","1294","34137","3248","45629","2565","11221","1017"
"0500000US45031","Darlington County, South Carolina","23374","3409","30468","4453","45290","8742","15222","3723","20868","1687","30489","8505","10134","2663"
"0500000US45035","Dorchester County, South Carolina","35136","3441","41491","3041","55201","5542","8574","2800","29150","4770","41049","2986","14042","3963"
"0500000US45041","Florence County, South Carolina","30321","1513","35346","3196","45199","7090","11640","5986","26129","1688","31885","2328","12777","2101"
"0500000US45045","Greenville County, South Carolina","32892","1411","40712","1104","50640","1410","12028","727","27306","1577","40318","1413","10516","984"
"0500000US45047","Greenwood County, South Carolina","28462","2438","31603","1006","34064","4081","15142","4030","22685","2120","30378","4394","8893","4081"
"0500000US45051","Horry County, South Carolina","26187","1183","30687","1457","39718","1988","11336","858","22403","1850","33329","4634","10425","1019"
"0500000US45055","Kershaw County, South Carolina","30049","4209","36185","5061","45965","4112","9609","3809","25486","2617","36252","3032","10484","2298"
"0500000US45057","Lancaster County, South Carolina","32404","4260","43536","11416","55251","7854","8736","4068","24687","3330","40340","3619","9668","2587"
"0500000US45059","Laurens County, South Carolina","26566","2767","30492","3858","41943","4554","11713","3640","23973","2029","30829","2677","10638","2642"
"0500000US45063","Lexington County, South Carolina","34902","1672","40175","2526","50115","2723","12217","1829","31099","1318","39395","2669","10792","953"
"0500000US45073","Oconee County, South Carolina","31691","1376","35327","6511","48742","8773","10120","2691","27230","5384","37222","5171","12653","3452"
"0500000US45075","Orangeburg County, South Carolina","24359","2146","30218","4590","36391","5841","9379","5208","20567","4341","35226","4702","10537","1226"
"0500000US45077","Pickens County, South Carolina","24639","2246","27833","4446","44942","4332","8606","1633","21440","2111","36923","3847","9393","1524"
"0500000US45079","Richland County, South Carolina","30183","893","31533","875","41932","1583","9316","1489","27825","1711","37560","2155","8567","1618"
"0500000US45083","Spartanburg County, South Carolina","30784","626","35654","2020","43403","3739","11949","1951","25661","1662","33770","2896","8544","1624"
"0500000US45085","Sumter County, South Carolina","29004","3884","32189","2823","40311","3006","9901","2551","25333","2315","32739","3275","7205","1892"
"0500000US45091","York County, South Carolina","35263","1572","41115","1125","55679","6468","11251","1267","30806","1868","41317","3135","9873","1900"
"0500000US46099","Minnehaha County, South Dakota","32786","1748","37361","1780","47466","2864","10972","970","29315","1758","38831","1682","11002","1741"
"0500000US46103","Pennington County, South Dakota","31316","1229","36246","2111","45588","2760","9623","2511","25985","1995","33902","2548","11425","2314"
"0500000US47001","Anderson County, Tennessee","27129","3615","31638","4823","45164","9224","9156","2119","23836","4493","35085","4298","11973","1504"
"0500000US47009","Blount County, Tennessee","31326","1593","39850","4678","51214","4230","13307","4157","24474","3041","35851","1788","9296","1640"
"0500000US47011","Bradley County, Tennessee","30196","2019","36275","3092","42207","2900","11826","3488","23109","3178","31953","1638","8156","2587"
"0500000US47037","Davidson County, Tennessee","35460","730","39913","2374","46729","1164","12764","1590","31664","725","40924","1069","11955","639"
"0500000US47059","Greene County, Tennessee","29737","3761","37383","5817","45600","4515","8453","5713","23823","4038","31660","3144","10554","2308"
"0500000US47065","Hamilton County, Tennessee","32557","1616","37279","2017","46768","2625","11426","1602","28781","2102","40083","1575","9128","1148"
"0500000US47093","Knox County, Tennessee","31988","637","36620","1076","48399","2635","11091","944","28118","2390","38949","1637","10457","741"
"0500000US47113","Madison County, Tennessee","31097","1350","36147","3640","45505","4952","6704","783","28409","2129","35433","3928","12116","2447"
"0500000US47119","Maury County, Tennessee","32393","2368","40787","3804","44282","4940","15480","4860","28239","2511","35255","2565","9218","2220"
"0500000US47125","Montgomery County, Tennessee","32480","1660","40349","2002","44452","3637","9236","4494","25979","2181","36080","1535","9685","1648"
"0500000US47141","Putnam County, Tennessee","30171","2473","33955","3109","40978","3428","10292","3857","25280","2789","32717","4479","10934","2773"
"0500000US47147","Robertson County, Tennessee","36650","2050","41014","2619","50401","4560","10324","2368","31539","2879","39780","2604","11876","2310"
"0500000US47149","Rutherford County, Tennessee","32481","2099","39796","2778","50496","1774","9417","2624","26806","1627","38470","3704","9916","1742"
"0500000US47155","Sevier County, Tennessee","24190","3242","28657","3081","40380","2804","10900","1607","20897","2304","32004","4321","11048","899"
"0500000US47157","Shelby County, Tennessee","31131","548","34310","1818","44118","2781","11595","794","28125","1637","39549","2212","10603","545"
"0500000US47163","Sullivan County, Tennessee","30475","1291","38608","3168","48798","3426","9724","2307","24039","1737","32366","3734","11319","2158"
"0500000US47165","Sumner County, Tennessee","35917","1072","40936","2220","52432","2603","12223","1950","31233","1187","40675","1607","12269","2473"
"0500000US47179","Washington County, Tennessee","27114","2117","35082","2985","47032","6378","7205","3079","21668","1678","34206","5967","9968","1620"
"0500000US47187","Williamson County, Tennessee","49523","2847","66339","10017","89939","6899","10433","3695","38152","4996","58158","5895","11335","837"
"0500000US47189","Wilson County, Tennessee","37819","2798","46948","4298","57723","4642","12407","4734","31256","1666","44490","6806","11893","1614"
"0500000US48005","Angelina County, Texas","29003","3288","34282","4684","40439","3458","8788","5850","20871","2375","31569","2580","9039","1242"
"0500000US48021","Bastrop County, Texas","34750","5847","41021","3821","50648","3569","13000","4288","28197","6014","40870","7346","12017","2453"
"0500000US48027","Bell County, Texas","30854","1156","35860","1329","44389","3485","13634","2172","24876","2961","36985","2659","10444","1104"
"0500000US48029","Bexar County, Texas","30316","390","32025","490","42440","1428","11136","483","27132","708","37626","1507","10461","384"
"0500000US48037","Bowie County, Texas","33631","4146","39595","7302","47528","3445","7909","8189","29838","3288","36619","5411","13563","3116"
"0500000US48039","Brazoria County, Texas","42490","3285","51987","4880","61357","1495","11796","1660","34287","3848","47964","6489","10462","1433"
"0500000US48041","Brazos County, Texas","25567","1547","28967","2922","47673","4200","9867","2287","21115","1171","40983","2225","7495","1730"
"0500000US48061","Cameron County, Texas","22464","1149","26904","1489","34130","2348","11794","1162","19653","1448","26404","1680","10073","876"
"0500000US48085","Collin County, Texas","49123","1977","61126","1205","76698","2554","13734","3257","38335","2545","52271","1634","10780","740"
"0500000US48091","Comal County, Texas","39588","3855","43712","4881","55755","6632","11809","4834","32057","5601","48920","3442","9629","2078"
"0500000US48099","Coryell County, Texas","25451","2396","29243","3455","36425","1471","10673","3290","20900","2212","30686","2636","10121","1486"
"0500000US48113","Dallas County, Texas","35058","636","38750","1536","46413","723","13957","1223","29798","1056","40700","573","11983","376"
"0500000US48121","Denton County, Texas","43005","1977","51346","1104","65244","3458","14520","2778","35914","1501","50745","1117","11464","591"
"0500000US48135","Ector County, Texas","39299","4013","50573","3874","56701","7884","20588","10025","28122","4123","36031","3145","9434","2065"
"0500000US48139","Ellis County, Texas","37697","2867","42842","4147","53249","4068","12268","6810","30914","1968","46809","2115","11197","1324"
"0500000US48141","El Paso County, Texas","24647","961","29946","1439","38085","1971","10998","871","20226","901","31630","1260","9420","676"
"0500000US48157","Fort Bend County, Texas","45114","3112","53042","3756","69537","4105","15946","1866","36461","1647","51884","1730","12202","1037"
"0500000US48167","Galveston County, Texas","40611","1107","48317","4441","62387","5487","12498","3295","32213","2651","50219","4302","10882","1351"
"0500000US48181","Grayson County, Texas","30889","1226","31844","1936","45957","7351","10221","1632","28614","3920","36365","2254","9788","2355"
"0500000US48183","Gregg County, Texas","30775","1521","34614","4556","46120","6169","15537","3926","25992","2025","36077","4709","9127","1928"
"0500000US48187","Guadalupe County, Texas","40243","2874","45751","5763","51398","1604","10900","3957","35526","3403","45043","4519","11371","2283"
"0500000US48201","Harris County, Texas","33996","946","39124","1473","48176","1360","14492","1048","29207","842","41283","693","11235","286"
"0500000US48203","Harrison County, Texas","26251","3027","35197","6326","41993","10045","7782","7010","21810","2270","31331","4127","11344","4809"
"0500000US48209","Hays County, Texas","31654","1064","39610","4816","55750","5809","9686","2445","25753","4170","35761","3216","7744","1613"
"0500000US48213","Henderson County, Texas","29896","4514","34610","4430","50117","10445","10873","2530","22578","5459","37685","7302","12750","2965"
"0500000US48215","Hidalgo County, Texas","22749","1130","26879","1015","36053","1475","10568","931","18527","1285","30147","1845","8803","743"
"0500000US48231","Hunt County, Texas","31704","2351","40294","5521","50955","4447","10153","1964","25041","4405","35627","1664","9803","2824"
"0500000US48245","Jefferson County, Texas","31487","1248","37743","2784","50455","2576","13264","2422","23524","3662","35939","1652","8485","1619"
"0500000US48251","Johnson County, Texas","38929","3329","46184","1574","49857","2575","16669","3653","30500","2962","38454","4215","10451","2177"
"0500000US48257","Kaufman County, Texas","31889","1790","37300","6902","51466","5075","12246","3792","27180","3982","37764","2904","14537","4077"
"0500000US48291","Liberty County, Texas","34476","6252","44647","3356","48918","7011","20473","5946","24030","4980","34080","9683","12413","3280"
"0500000US48303","Lubbock County, Texas","28783","2531","32980","2771","46999","3701","7103","972","23074","1700","36789","1723","8664","1261"
"0500000US48309","McLennan County, Texas","27000","1123","31785","1510","44246","4776","11364","1106","22808","1410","32868","3019","7403","1509"
"0500000US48329","Midland County, Texas","41111","1395","52181","6509","64671","4251","8927","3064","29665","3531","41309","1851","9068","2483"
"0500000US48339","Montgomery County, Texas","41509","1929","50912","2005","61502","1760","16937","2507","33105","2827","46836","2468","9974","1207"
"0500000US48347","Nacogdoches County, Texas","22278","6251","33496","5664","47542","5934","7722","1578","16516","3427","36227","3447","4647","946"
"0500000US48355","Nueces County, Texas","32533","1703","40299","2352","47025","2563","10474","993","26220","1366","36096","1901","11225","817"
"0500000US48361","Orange County, Texas","34374","4381","48369","9280","62073","4892","12579","5472","25669","5616","34192","4122","11136","4196"
"0500000US48367","Parker County, Texas","40247","3663","52261","5636","65339","7153","15213","3752","29679","2575","37873","6335","11555","1991"
"0500000US48375","Potter County, Texas","27900","1832","31367","970","41463","4265","12651","2297","22019","1774","30014","4952","10856","1953"
"0500000US48381","Randall County, Texas","39999","2712","48979","3037","53487","4620","11983","1887","33626","3656","43312","6851","10812","1908"
"0500000US48397","Rockwall County, Texas","47405","3767","63841","7623","67795","12465","21483","21987","35191","5389","48112","5045","10342","2528"
"0500000US48409","San Patricio County, Texas","32347","3974","37314","4932","47200","6470","10658","3749","23531","3463","35566","5181","10396","2888"
"0500000US48423","Smith County, Texas","31387","1056","35757","3966","45394","8030","10447","1696","27284","3622","34839","2966","10601","2371"
"0500000US48439","Tarrant County, Texas","35964","546","41356","691","51351","721","12414","872","30293","700","41576","760","11724","527"
"0500000US48441","Taylor County, Texas","28201","2361","31621","2787","41916","3849","10482","1163","23388","3225","34892","3590","8525","2063"
"0500000US48451","Tom Green County, Texas","30898","1668","36748","4722","44500","4136","11943","3418","24264","3766","35498","2457","6985","1324"
"0500000US48453","Travis County, Texas","41752","695","47445","1886","60245","2101","15473","1329","37092","1224","50776","830","11915","572"
"0500000US48469","Victoria County, Texas","30673","2415","37051","4562","49028","7227","10307","2007","24226","1896","32438","4023","9905","2000"
"0500000US48471","Walker County, Texas","24928","4960","28021","7012","43122","4697","8482","3738","23044","4947","32383","6697","3664","1699"
"0500000US48479","Webb County, Texas","25163","1748","31923","2520","40980","2250","12281","1824","19150","2207","29029","3254","8098","1395"
"0500000US48485","Wichita County, Texas","27021","2223","32453","3747","46707","3667","10103","1401","23015","2481","34201","3257","8447","2144"
"0500000US48491","Williamson County, Texas","41524","936","51231","1251","65136","4916","12600","1811","34735","2449","49162","2040","11574","796"
"0500000US48497","Wise County, Texas","34872","5577","43644","6268","51407","4061","12053","6015","23764","3893","46118","4968","10225","3453"
"0500000US49005","Cache County, Utah","24324","2150","32205","2200","47454","5434","9415","1819","16337","2597","32896","3659","9257","1124"
"0500000US49011","Davis County, Utah","36681","1608","51870","1947","64544","3822","10500","1246","25162","2009","40421","1590","11874","796"
"0500000US49035","Salt Lake County, Utah","36038","559","42380","1363","51867","702","13278","1757","29277","1533","41489","742","11378","587"
"0500000US49045","Tooele County, Utah","36756","2919","42874","7313","51735","3594","8331","6162","25924","3562","40061","4323","9470","2224"
"0500000US49049","Utah County, Utah","26413","838","40237","1471","60190","2135","10197","768","16306","1109","37052","1447","7466","588"
"0500000US49053","Washington County, Utah","29496","2387","36680","3067","46742","3042","11022","2272","22347","1969","36094","999","9278","2023"
"0500000US49057","Weber County, Utah","32374","1112","41456","928","52260","1835","12482","1703","24227","1768","36484","1521","11611","1218"
"0500000US50007","Chittenden County, Vermont","35586","1534","39015","3214","56480","1928","10658","1619","32040","2193","48912","3392","11350","2270"
"0500000US51003","Albemarle County, Virginia","35806","2467","36868","4635","52173","6943","12450","6533","34157","4709","51916","4064","12163","2976"
"0500000US51013","Arlington County, Virginia","71018","1994","78056","3714","97299","8028","31034","6645","61789","1691","80892","2079","22969","2954"
"0500000US51015","Augusta County, Virginia","35757","3543","40434","2914","45755","3105","16649","4504","30927","1986","41042","2455","10800","2340"
"0500000US51019","Bedford County, Virginia","34312","2194","37478","4448","48629","6507","10827","1558","31052","3118","41336","2309","7474","2540"
"0500000US51041","Chesterfield County, Virginia","41144","1193","46737","1789","56923","2007","10280","1771","35793","2002","48206","1840","10613","1393"
"0500000US51059","Fairfax County, Virginia","55661","1314","66160","2329","90596","2130","14739","1784","45474","2155","67347","2706","11904","541"
"0500000US51061","Fauquier County, Virginia","49132","3954","56514","7502","71508","5106","10358","1466","41241","4722","56392","2454","10222","3420"
"0500000US51069","Frederick County, Virginia","42203","3827","48102","5315","55914","4363","14413","4939","36618","4608","46727","4531","12719","5759"
"0500000US51085","Hanover County, Virginia","45887","2421","54294","5670","70376","4716","10762","2448","40594","1480","50061","4651","10891","1689"
"0500000US51087","Henrico County, Virginia","40384","1390","45313","3457","55834","3219","11236","1342","36067","1896","46422","2287","10858","1487"
"0500000US51095","James City County, Virginia","38346","4839","46022","7817","54711","8277","8135","3244","31380","2942","45807","3908","14953","4424"
"0500000US51107","Loudoun County, Virginia","62949","4157","86046","4819","102766","6799","16962","2691","47080","4258","71662","4859","12671","2715"
"0500000US51121","Montgomery County, Virginia","25572","2866","28578","3520","50926","5953","6166","1114","21617","2961","45076","5486","8881","2738"
"0500000US51153","Prince William County, Virginia","45307","2522","55908","3651","70367","3343","17180","2208","35036","2708","55115","3776","11942","1018"
"0500000US51161","Roanoke County, Virginia","40716","2021","47013","2518","55490","7254","12399","5215","35264","1783","41418","3199","11252","2873"
"0500000US51165","Rockingham County, Virginia","32178","1761","38431","1857","46160","5562","9364","3557","26516","3976","35780","2626","8765","3085"
"0500000US51177","Spotsylvania County, Virginia","41495","1463","51698","2879","65399","4132","11370","1073","33799","3065","46734","3683","11765","1394"
"0500000US51179","Stafford County, Virginia","48150","4870","61471","4943","74038","4561","10315","1913","40541","2407","54053","7059","11414","1603"
"0500000US51199","York County, Virginia","42318","2571","51963","7635","70489","6450","6908","2311","31903","4380","43024","3899","10341","3735"
"0500000US51510","Alexandria city, Virginia","61302","1760","61203","3520","78940","6303","19457","7240","61410","2532","75857","2561","18340","2612"
"0500000US51550","Chesapeake city, Virginia","39749","2512","46715","5237","60773","3743","11629","2232","33388","3439","45924","2256","12674","2246"
"0500000US51650","Hampton city, Virginia","35134","2142","40981","1999","50320","3789","9720","2629","30525","2070","38468","3053","10875","1246"
"0500000US51680","Lynchburg city, Virginia","20137","1583","21925","3481","40630","10278","6320","2134","18556","2322","31705","3742","5775","2001"
"0500000US51700","Newport News city, Virginia","31642","1280","39484","4033","45101","3047","11768","2422","25585","2069","34129","2548","10722","1198"
"0500000US51710","Norfolk city, Virginia","27022","1067","30722","1233","40485","2236","11549","1042","23856","1815","32244","3578","9928","1328"
"0500000US51740","Portsmouth city, Virginia","30430","1760","36138","2967","46278","7241","7432","3938","26548","1796","31318","2876","11183","2288"
"0500000US51760","Richmond city, Virginia","30163","1405","31385","1295","43259","5002","11023","1146","27411","2716","42103","2290","10233","1613"
"0500000US51770","Roanoke city, Virginia","30216","1827","33570","3648","38889","3884","14171","3427","26594","3195","32165","3250","9676","3047"
"0500000US51800","Suffolk city, Virginia","42462","2238","50765","3069","61750","6978","12204","2484","34757","3572","46675","4588","11295","1379"
"0500000US51810","Virginia Beach city, Virginia","39690","1463","46903","2013","55187","2442","14658","4246","30500","1733","43040","1557","11588","981"
"0500000US53005","Benton County, Washington","34471","3008","41320","3687","60200","5585","14614","3270","27482","3714","43792","4334","15418","2670"
"0500000US53007","Chelan County, Washington","30710","1649","34063","4993","41853","3105","13241","3036","27586","4611","32148","3772","12076","4101"
"0500000US53009","Clallam County, Washington","32409","2522","41787","4811","52205","4990","15638","4619","25596","4569","41591","4064","14043","4081"
"0500000US53011","Clark County, Washington","40551","710","50341","1631","60649","1607","17609","2645","31454","1242","45895","1671","13557","2046"
"0500000US53015","Cowlitz County, Washington","32517","2302","43151","2594","57382","5269","18774","4675","26838","3867","35940","2695","13429","2382"
"0500000US53021","Franklin County, Washington","31609","1298","36103","3674","42642","5698","14255","2327","27775","4337","36884","4929","11017","3218"
"0500000US53025","Grant County, Washington","29573","2084","35884","3150","42219","4348","11674","2766","23810","1693","36136","6167","12918","4137"
"0500000US53027","Grays Harbor County, Washington","29266","2346","30624","2872","45184","8632","12816","4189","27160","4560","36861","5401","11479","5615"
"0500000US53029","Island County, Washington","32205","4354","40403","5627","50671","5466","12274","4113","27629","4225","40619","6007","15766","4124"
"0500000US53033","King County, Washington","50875","451","60726","714","80353","1168","20532","789","41422","737","61336","686","15798","670"
"0500000US53035","Kitsap County, Washington","36812","1020","47751","3385","60804","2539","11985","2144","30841","1306","42296","3470","13206","2089"
"0500000US53041","Lewis County, Washington","35339","2889","41811","2831","54790","10655","12422","4703","25180","6696","42374","7896","12446","3373"
"0500000US53045","Mason County, Washington","25689","3415","28416","8167","54432","6301","15135","3294","24184","3678","41780","5691","10973","2605"
"0500000US53053","Pierce County, Washington","40599","653","47850","2036","60131","3074","15478","1708","32803","1469","46279","1236","14457","1369"
"0500000US53057","Skagit County, Washington","37022","1452","46090","4109","53177","6188","14434","3616","28249","3476","38969","4140","15948","2020"
